Entry,Gene,Protein_name,cohort,n_tm,topology,cdcode_role,n_cdcode_biomol_condensates,in_source_db,has_bg_scores,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,TMD_count,Entry name,p(LLPS),pLLPS_Class,Length
Q96IX5,ATP5MK,"ATP synthase F(0) complex subunit k, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)",legacy,1,single-pass,member,1.0,True,True,0.4148974392,0.3093707121,,0.223,0.69575846,0.18,-1.13643,,,1.0,0.0,0.243422195315361,0.369099348783493,0.01,0.022527043,0.1206896551724138,0.0,-65.0,1.0,ATPMD_HUMAN,0.18,Low,58.0
Q93050,ATP6V0A1,V-type proton ATPase 116 kDa subunit a 1 (V-ATPase 116 kDa subunit a 1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1),legacy,8,multi-pass,member,1.0,True,True,0.182478024,0.1119462483,0.0,0.469,0.008618683,0.17,0.380094,-0.099,1.13,0.0,0.04778972520908,0.0822624862194061,0.0636057779192924,0.27,0.4436951,0.08363201911589,23.987988683045707,-972.0,8.0,VPP1_HUMAN,0.17,Low,837.0
Q9Y2Q0,ATP8A1,Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),legacy,10,multi-pass,member,1.0,True,True,0.3044889365,0.271707374,0.0,0.392,0.09869244,0.17,0.545882,-0.183,0.2,0.0,0.0137457044673539,0.0820189341902732,0.2009399682283401,0.15,0.8570194,0.0773195876288659,22.364704122608867,-1474.0,10.0,AT8A1_HUMAN,0.17,Low,1164.0
Q9NTI2,ATP8A2,Phospholipid-transporting ATPase IB (EC 7.6.2.1) (ATPase class I type 8A member 2) (ML-1) (P4-ATPase flippase complex alpha subunit ATP8A2),legacy,10,multi-pass,member,1.0,True,True,0.2638060343,0.2849764344,0.0,0.348,0.108748294,0.16,0.519811,-0.224,0.48,0.0235690235690235,0.0361952861952862,0.0700517892837524,0.1150320544838905,0.09,0.7440494,0.085016835016835,32.8409282353022,-1592.0,10.0,AT8A2_HUMAN,0.16,Low,1188.0
O94766,B3GAT3,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)",legacy,1,single-pass,member,1.0,True,True,0.1593512237,0.0865782709,0.0,0.124,0.0079033915,0.72,0.012513,-0.379,1.09,0.0686567164179104,0.0955223880597015,0.0570718050003051,0.032218225300312,0.37,0.048181023,0.0955223880597015,20.375720849692726,-320.0,1.0,B3GA3_HUMAN,0.72,High,335.0
P51572,BCAP31,B-cell receptor-associated protein 31 (BCR-associated protein 31) (Bap31) (6C6-AG tumor-associated antigen) (Protein CDM) (p28),legacy,3,multi-pass,member,1.0,True,True,0.6794089378,0.370655142,0.0,0.534,0.057731964,0.19,-0.274893,-0.295,-1.42,0.2154471544715447,0.1788617886178861,0.051188938319683,0.1413138955831527,0.05,0.21577999,0.0691056910569105,0.3789054193510006,-334.0,3.0,BAP31_HUMAN,0.19,Low,246.0
P10415,BCL2,Apoptosis regulator Bcl-2,legacy,1,single-pass,member,1.0,True,True,0.0796400557,0.5209342378,0.0,0.54,0.2684747,0.52,-0.000620748,-0.093,2.01,0.0,0.205020920502092,0.3483833372592926,0.1792009323835373,0.39,0.07539316,0.104602510460251,10.691755953338172,-262.0,1.0,BCL2_HUMAN,0.52,Medium,239.0
Q9Y276,BCS1L,Mitochondrial chaperone BCS1 (h-BCS1) (EC 3.6.1.-) (BCS1-like protein),legacy,1,single-pass,member,1.0,True,True,0.1572539043,0.2713464828,0.0,0.115,0.019406272,0.12,0.297992,-0.098,0.01,0.0,0.0596658711217183,0.0636831745505333,0.0638986006379127,0.03,0.69516623,0.1241050119331742,3.735180702213648,-483.0,1.0,BCS1_HUMAN,0.12,Low,419.0
P35613,BSG,Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147),legacy,1,single-pass,member,1.0,True,True,0.3060854513,0.1606350763,0.000833333,0.715,0.03606829,0.29,0.459909,-0.28,-0.47,0.0935064935064935,0.0363636363636363,0.0816911533474922,0.142418086528778,0.32,0.21899523,0.0649350649350649,32.054791823457144,-245.0,1.0,BASI_HUMAN,0.29,Low,385.0
Q10589,BST2,Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (Tetherin) (CD antigen CD317),legacy,1,single-pass,member,2.0,True,True,0.0939961143,0.6174762898,0.0,0.142,0.118001625,0.17,-0.856893,-0.442,-2.09,0.0,0.2888888888888888,0.0639753565192222,0.0735757574439048,0.04,0.17008331,0.0722222222222222,2.817280560967755,-247.0,1.0,BST2_HUMAN,0.17,Low,180.0
Q6UWU4,C6orf89,Bombesin receptor-activated protein C6orf89 (Amfion),legacy,1,single-pass,member,1.0,True,True,0.279165848,0.132345237,0.0,0.075,0.0010588511,0.3,-0.478711,-0.431,1.34,0.0,0.0432276657060518,0.049827866256237,0.0666633322834968,0.12,0.07006075,0.0749279538904899,1.639505897520649,-384.0,1.0,CF089_HUMAN,0.3,Low,347.0
Q16790,CA9,Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1),legacy,1,single-pass,member,1.0,True,True,0.3429574999,0.3184124843,0.004166667,0.224,0.0015423974,0.83,0.412667,-0.255,1.94,0.0980392156862745,0.1895424836601307,0.0453376322984695,0.0808304473757743,0.89,0.079842456,0.074074074074074,24.87257398375317,-321.0,1.0,CAH9_HUMAN,0.83,High,459.0
O43497,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1),new,24,multi-pass,not_in_cdcode,,True,True,0.1052046102,0.0849441681,0.0,0.347,0.008452658,1.0,0.834073,-0.111,3.31,0.0866638620109381,0.132940681531342,0.1483185589313507,0.0692521929740905,1.0,0.4666324,0.0845603702145561,445.43653102208606,-2267.0,24.0,CAC1G_HUMAN,1.0,High,2377.0
P54289,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1],legacy,1,single-pass,member,1.0,True,True,0.5992641120000001,0.3183535873,0.0,0.504,0.13809344,0.18,0.982121,-0.196,0.75,0.0,0.0226654578422484,0.0507169887423515,0.1587028056383133,0.15,0.20269935,0.0879419764279238,39.74484138625693,-833.0,1.0,CA2D1_HUMAN,0.18,Low,1103.0
Q9NY47,CACNA2D2,Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2],legacy,1,single-pass,member,1.0,True,True,0.4364060211,0.3106925214,0.000833333,0.437,0.06303905,0.22,0.791584,-0.117,2.82,0.0,0.0860869565217391,0.0744897872209549,0.0549007765948772,0.95,0.13843992,0.0939130434782608,38.86500316251077,-964.0,1.0,CA2D2_HUMAN,0.22,Low,1150.0
P27824,CANX,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),legacy,1,single-pass,member,2.0,True,True,0.688100995,0.8676343695000001,0.003333333,0.842,0.30786917,0.76,0.813392,-0.36,0.59,0.1199324324324324,0.0996621621621621,0.5092992782592773,0.8544389605522156,1.0,0.9342891,0.0591216216216216,10.704879947789548,-143.0,1.0,CALX_HUMAN,0.76,High,592.0
Q03135,CAV1,Caveolin-1,legacy,0,intramembrane-only,unknown,0.0,True,True,0.1765001169,0.1565787829,0.0,0.516,0.9744093,0.11,-0.510549,-0.438,-1.88,0.0,0.0,0.2238944470882415,0.2859078645706177,0.13,0.03209884,0.0786516853932584,0.8851696392068683,-314.0,1.0,CAV1_HUMAN,0.11,Low,178.0
P51679,CCR4,C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (K5-5) (CD antigen CD194),legacy,7,multi-pass,member,1.0,True,True,0.0227600341,0.0566922988,0.0,0.174,0.0025921876,0.1,-0.83894,-0.44,-1.18,0.0,0.0861111111111111,0.0790504738688469,0.0389073863625526,0.61,0.10267517,0.0972222222222222,0.0,-748.0,7.0,CCR4_HUMAN,0.1,Low,360.0
P20963,CD247,T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247),legacy,1,single-pass,not_in_cdcode,,True,True,0.3123967122,0.4840543155,0.000833333,0.557,0.7059225,0.57,0.55258,-0.224,-1.35,0.5365853658536586,0.0,0.723136305809021,0.6783183813095093,0.34,0.27302536,0.1341463414634146,18.487774328540205,-115.0,1.0,CD3Z_HUMAN,0.57,Medium,164.0
P10747,CD28,T-cell-specific surface glycoprotein CD28 (TP44) (CD antigen CD28),legacy,1,single-pass,not_in_cdcode,,True,True,0.08681307,0.1246023925,0.0,0.048,0.08280896,0.22,-0.174528,-0.198,0.33,0.0,0.0,0.2115564793348312,0.164247527718544,0.04,0.07588824,0.1227272727272727,2.906338537073414,-189.0,1.0,CD28_HUMAN,0.22,Low,220.0
P07766,CD3E,T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e),legacy,1,single-pass,not_in_cdcode,,True,True,0.164514824,0.3334278235,0.0025,0.214,0.061977915,0.64,0.909493,-0.236,0.28,0.2077294685990338,0.0579710144927536,0.0981658548116684,0.3174670934677124,0.56,0.08398447,0.1159420289855072,15.711341143293431,-45.0,1.0,CD3E_HUMAN,0.64,Medium,207.0
P15529,CD46,Membrane cofactor protein (TLX) (Trophoblast leukocyte common antigen) (CD antigen CD46),legacy,1,single-pass,not_in_cdcode,,True,True,0.2376365743,0.1220824125,0.0,0.326,0.0045261797,0.35,-0.00777568,-0.233,1.38,0.0,0.1658163265306122,0.0500138103961944,0.0324598103761673,0.21,0.40443537,0.0994897959183673,32.99965006191841,-233.0,1.0,MCP_HUMAN,0.35,Low,392.0
P60033,CD81,CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81),legacy,4,multi-pass,member,1.0,True,True,0.1198757933,0.1155254814,0.0,0.419,0.07792122,0.11,-0.451251,-0.356,-1.4,0.0,0.1779661016949152,0.0774353966116905,0.0294425189495086,0.52,0.06366145,0.0423728813559322,0.0,-431.0,4.0,CD81_HUMAN,0.11,Low,236.0
P21926,CD9,CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9),legacy,4,multi-pass,member,1.0,True,True,0.2108344025,0.0885839746,0.0,0.178,0.04631559,0.12,0.00797171,-0.287,-0.21,0.0,0.1184210526315789,0.070062443614006,0.032025184482336,0.3,0.1991503,0.0526315789473684,3.197053277378552,-357.0,4.0,CD9_HUMAN,0.12,Low,228.0
Q9Y6N8,CDH10,Cadherin-10 (T2-cadherin),legacy,1,single-pass,member,1.0,True,True,0.5145677176,0.3508706297,0.0,0.475,0.012969117,0.47,0.732499,-0.127,0.87,0.0456852791878172,0.0444162436548223,0.0541975274682045,0.373434454202652,0.7,0.8926506,0.0964467005076142,89.2227954226779,-657.0,1.0,CAD10_HUMAN,0.47,Medium,788.0
P19022,CDH2,Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325),legacy,1,single-pass,member,1.0,True,True,0.6618547659,0.5851590016,0.0,0.808,0.063752234,0.41,0.803035,-0.168,1.35,0.0629139072847682,0.1158940397350993,0.046483889222145,0.1644139587879181,0.22,0.9111338,0.0728476821192053,131.275687962596,-528.0,1.0,CADH2_HUMAN,0.41,Medium,906.0
P55283,CDH4,Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin),legacy,1,single-pass,member,1.0,True,True,0.5799686994000001,0.3263002544,0.0,0.666,0.12761429,0.51,0.771736,-0.083,2.0,0.0524017467248908,0.0884279475982532,0.0605558566749095,0.1406454592943191,0.93,0.8755809,0.0796943231441048,135.09664258487769,-456.0,1.0,CADH4_HUMAN,0.51,Medium,916.0
Q9HCU4,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3),legacy,7,multi-pass,member,1.0,True,True,0.1477427979,0.0974459799,0.0,0.65,0.03014819,0.85,1.33175,-0.105,4.25,0.0653438248374957,0.0848443380088949,0.2278738915920257,0.1548426002264022,1.0,0.6943661,0.0892918234690386,520.6523985570741,-1567.0,7.0,CELR2_HUMAN,0.85,High,2923.0
Q8N111,CEND1,Cell cycle exit and neuronal differentiation protein 1 (BM88 antigen),legacy,1,single-pass,member,1.0,True,True,0.7018962118000001,0.5975619813,0.0,0.237,0.18753257,1.0,0.139587,-0.284,0.82,0.785234899328859,0.348993288590604,0.0567562952637672,0.0504320748150348,0.96,0.2448,0.0201342281879194,15.82594045625626,36.0,1.0,CEND_HUMAN,1.0,High,149.0
P13569,CFTR,Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel),legacy,12,multi-pass,member,1.0,True,True,0.2546825181,0.4120775603,0.0,0.663,0.021911938,0.13,0.597176,-0.2,0.31,0.0135135135135135,0.0337837837837837,0.1816045939922332,0.14284648001194,0.05,0.09145178,0.0797297297297297,52.7395275165172,-2025.0,12.0,CFTR_HUMAN,0.13,Low,1480.0
O00533,CHL1,Neural cell adhesion molecule L1-like protein (Close homolog of L1) [Cleaved into: Processed neural cell adhesion molecule L1-like protein],legacy,1,single-pass,member,1.0,True,True,0.6616978159,0.2832724347,0.0,0.693,0.09197687,0.49,1.13816,-0.184,1.52,0.0529801324503311,0.0298013245033112,0.0630345270037651,0.1821281909942627,0.78,0.91179717,0.0728476821192053,96.38392153873188,-618.0,1.0,NCHL1_HUMAN,0.49,Medium,1208.0
P08172,CHRM2,Muscarinic acetylcholine receptor M2,legacy,7,multi-pass,not_in_cdcode,,True,True,0.2188307225,0.1227573668,0.000833333,0.262,0.05264176,0.82,-0.222064,-0.22,0.23,0.0,0.0665236051502145,0.2551248371601105,0.1490455418825149,0.53,0.18099809,0.0643776824034334,86.37155043233906,-560.0,7.0,ACM2_HUMAN,0.82,High,466.0
P02708,CHRNA1,Acetylcholine receptor subunit alpha,legacy,4,multi-pass,member,1.0,True,True,0.0867881731,0.0977497669,0.000833333,0.108,0.0043855584,0.19,-0.304199,-0.403,0.18,0.0,0.0954356846473029,0.0667031556367874,0.045733593404293,0.18,0.08803049,0.0590809628008752,3.870272491615175,-610.0,4.0,ACHA_HUMAN,0.19,Low,482.0
P11230,CHRNB1,Acetylcholine receptor subunit beta,legacy,4,multi-pass,member,1.0,True,True,0.0661218606,0.1378053812,0.0,0.074,0.0056662005,0.47,-0.0276723,-0.173,1.7,0.0,0.1357285429141716,0.0751136243343353,0.0314151123166084,0.08,0.16733103,0.091816367265469,37.66749662548436,-643.0,4.0,ACHB_HUMAN,0.47,Medium,501.0
Q9NZ45,CISD1,CDGSH iron-sulfur domain-containing protein 1 (Cysteine transaminase CISD1) (EC 2.6.1.3) (MitoNEET),legacy,1,single-pass,member,1.0,True,True,0.7957898347,0.552887,0.0,0.125,0.4579997,0.19,-0.367042,-0.433,,0.3796296296296296,0.1574074074074074,0.1604690253734588,0.5784747004508972,0.09,0.021087805,0.0833333333333333,4.768773554113823,-118.0,1.0,CISD1_HUMAN,0.19,Low,108.0
Q8N5K1,CISD2,CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1),legacy,1,single-pass,member,1.0,True,True,0.5157140543000001,0.6339990216,0.0,0.188,0.031103944,0.16,-0.657404,-0.559,,0.0,0.1407407407407407,0.0543491318821907,0.1578627079725265,0.04,0.02401942,0.074074074074074,13.412942564090956,-190.0,1.0,CISD2_HUMAN,0.16,Low,135.0
Q07065,CKAP4,Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63),legacy,1,single-pass,member,2.0,True,True,0.8507573909,0.9447702764,0.004166667,0.803,0.75943923,0.85,0.831295,0.238,4.26,0.1146179401993355,0.2192691029900332,0.9462422132492064,0.8865084648132324,0.84,0.7105539,0.0664451827242525,77.50956458530037,-320.0,1.0,CKAP4_HUMAN,0.85,High,602.0
P51798,CLCN7,H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7),new,10,multi-pass,not_in_cdcode,,True,True,0.1435002698,0.1853401999999999,0.0,0.262,0.002598781,0.22,0.532503,-0.209,0.71,0.0596273291925465,0.1055900621118012,0.0655717328190803,0.071455031633377,0.69,0.05401453,0.0857142857142857,23.331183536750537,-1074.0,17.0,CLCN7_HUMAN,0.22,Low,805.0
Q9UHP7,CLEC2D,C-type lectin domain family 2 member D (Lectin-like NK cell receptor) (Lectin-like transcript 1) (LLT-1) (Osteoclast inhibitory lectin),legacy,1,single-pass,member,1.0,True,True,0.0660409355,0.0848222767,0.0,0.226,0.12942177,0.14,-0.623329,-0.408,-0.83,0.0,0.0,0.0590097196400165,0.1686315238475799,0.08,0.10951009,0.0680628272251308,1.32857730318446,-243.0,1.0,CLC2D_HUMAN,0.14,Low,191.0
O00299,CLIC1,Chloride intracellular channel protein 1 (Chloride channel ABP) (Glutaredoxin-like oxidoreductase CLIC1) (EC 1.8.-.-) (Glutathione-dependent dehydroascorbate reductase CLIC1) (EC 1.8.5.1) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC),legacy,1,single-pass,member,2.0,True,True,0.6224723953,0.3130596768,0.0,0.703,0.9250566,0.13,-0.096755,-0.393,-0.32,0.0,0.0,0.2546564936637878,0.4160031378269195,0.0,0.12114386,0.0705394190871369,0.0,-194.0,1.0,CLIC1_HUMAN,0.13,Low,241.0
O15247,CLIC2,Chloride intracellular channel protein 2 (Glutaredoxin-like oxidoreductase CLIC2) (EC 1.8.-.-) (Glutaredoxin-like peroxidase CLIC2) (EC 1.11.1.-) (XAP121),legacy,1,single-pass,member,1.0,True,True,0.6626449485,0.5698069716,0.0,0.201,0.35880995,0.31,-0.0263328,-0.507,1.01,0.0,0.0,0.1145838275551796,0.7685964107513428,0.02,0.07902667,0.0769230769230769,0.3207306256651004,-234.0,1.0,CLIC2_HUMAN,0.31,Low,247.0
O95833,CLIC3,Chloride intracellular channel protein 3 (Glutaredoxin-like oxidoreductase CLIC3) (EC 1.8.-.-),legacy,1,single-pass,member,1.0,True,True,0.4793378205,0.2772062446,0.0,0.058,0.3377689,0.19,-0.779626,-0.331,0.24,0.0,0.0550847457627118,0.0489398576319217,0.2163328230381012,0.06,0.058184773,0.1101694915254237,4.994200570852032,-296.0,1.0,CLIC3_HUMAN,0.19,Low,236.0
Q9Y696,CLIC4,Chloride intracellular channel protein 4 (Glutaredoxin-like oxidoreductase CLIC4) (EC 1.8.-.-) (Intracellular chloride ion channel protein p64H1),legacy,1,single-pass,member,3.0,True,True,0.6763869680000001,0.5447686856,0.000833333,0.591,0.67994565,0.23,-0.0604739,-0.448,0.44,0.0,0.0,0.2775222063064575,0.7399232387542725,0.0,0.09940518,0.0632411067193675,1.3007781838703594,-221.0,1.0,CLIC4_HUMAN,0.23,Low,253.0
Q9NZA1,CLIC5,Chloride intracellular channel protein 5 (Glutaredoxin-like oxidoreductase CLIC5) (EC 1.8.-.-),legacy,1,single-pass,member,1.0,True,True,0.7497925507000001,0.4215762797,0.0,0.231,0.16231406,0.49,0.391773,-0.32,-0.57,0.073170731707317,0.0,0.0727252811193466,0.1829297244548797,0.73,0.124732524,0.0902439024390243,4.458247058607247,-238.0,1.0,CLIC5_HUMAN,0.49,Medium,410.0
O96005,CLPTM1,Putative lipid scramblase CLPTM1 (Cleft lip and palate transmembrane protein 1),legacy,5,multi-pass,member,1.0,True,True,0.1406563028,0.1443270046,0.0,0.313,0.02388372,0.62,0.171424,-0.071,1.51,0.1270553064275037,0.1748878923766816,0.0709316134452819,0.1189021691679954,0.67,0.0738785,0.0956651718983557,55.55339986434946,-663.0,5.0,CLPT1_HUMAN,0.62,Medium,669.0
P78357,CNTNAP1,Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190),legacy,1,single-pass,member,1.0,True,True,0.1742376484,0.0795962049,0.0,0.537,0.026862904,0.43,1.1486,-0.025,3.13,0.0404624277456647,0.0585260115606936,0.1699986308813095,0.1336263567209243,0.9,0.41082567,0.1271676300578034,138.41776836405998,-727.0,1.0,CNTP1_HUMAN,0.43,Medium,1384.0
Q9UHC6,CNTNAP2,Contactin-associated protein-like 2 (Cell recognition molecule Caspr2),legacy,1,single-pass,member,1.0,True,True,0.4663540696,0.4191683993,0.0,0.623,0.26199812,0.49,1.35775,-0.101,3.44,0.0,0.0277986476333583,0.253048300743103,0.097702071070671,0.11,0.69026005,0.0856498873027798,195.6242428462055,-379.0,1.0,CNTP2_HUMAN,0.49,Medium,1331.0
P21964,COMT,Catechol O-methyltransferase (EC 2.1.1.6),legacy,1,single-pass,member,1.0,True,True,0.3005055619,0.125570549,0.0,0.097,0.13327496,0.1,-0.256614,-0.447,-1.03,0.0,0.07380073800738,0.0737460255622863,0.0603392943739891,0.01,0.029906364,0.066420664206642,0.0,-378.0,1.0,COMT_HUMAN,0.1,Low,271.0
Q7KZN9,COX15,Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15 homolog),legacy,8,multi-pass,member,1.0,True,True,0.081780224,0.1485935104,0.0,0.384,0.00076882355,0.13,-0.354316,-0.353,-0.57,0.0,0.0585365853658536,0.0698397308588028,0.0364629700779914,0.13,0.020656569,0.1073170731707317,5.5963194286104105,-666.0,8.0,COX15_HUMAN,0.13,Low,410.0
P13073,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",legacy,1,single-pass,member,2.0,True,True,0.5478118152,0.3578494377,0.000833333,0.575,0.54607654,0.29,-0.346475,-0.415,-0.68,0.0,0.0,0.4507189691066742,0.5935905575752258,0.02,0.025886688,0.0769230769230769,0.0,-149.0,1.0,COX41_HUMAN,0.29,Low,169.0
P09669,COX6C,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),legacy,1,single-pass,member,1.0,True,True,0.6106391114,0.3652121887,,0.144,0.15324493,0.2,-0.965279,-0.449,,1.0,0.0,0.2512322068214416,0.3269173502922058,0.19,0.019904153,0.1733333333333333,0.0,-82.0,1.0,COX6C_HUMAN,0.2,Low,75.0
O14548,COX7A2L,"Cytochrome c oxidase subunit 7A2-like, mitochondrial (Cytochrome c oxidase subunit 7A-related protein) (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1) (Supercomplex assembly factor 1)",legacy,1,single-pass,member,1.0,True,True,0.5896165094,0.3053980087,0.0,0.101,0.021156859,0.17,-0.707097,-0.344,,0.5526315789473685,0.0,0.0730011835694313,0.1324833333492279,0.0,0.022044782,0.0964912280701754,1.5204869708616793,-103.0,1.0,COX7R_HUMAN,0.17,Low,114.0
P15954,COX7C,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)",legacy,1,single-pass,not_in_cdcode,,True,True,0.1903205977,0.0629877918,,0.112,0.49630556,0.14,-1.17953,-0.447,,1.0,0.0,0.1738995760679245,0.2063409984111786,0.02,0.019097123,0.1111111111111111,1.978503163417904,-80.0,1.0,COX7C_HUMAN,0.14,Low,63.0
