Protein,Degree,Betweenness,pLLPS,Is_High_pLLPS
RDX,76,0.0009588603505114716,0.49,False
RAB5A,124,0.0026877985136047173,0.27,False
EZR,110,0.0029925510321431067,0.75,True
GOLGA1,49,0.00014962094527230416,0.79,True
MSN,91,0.0015705639277114672,0.44,False
RELT,14,0.0002686456694133766,0.99,True
RFFL,18,0.0002396933721515401,0.66,False
NPAP1,10,2.366510001705775e-05,1.0,True
ATP10A,25,0.0002367024479654664,0.48,False
NIPA2,26,0.00016070681517799446,0.14,False
NIPA1,41,0.0003859411571498164,0.18,False
GABRG3,43,0.00017250640423956655,0.12,False
GALR1,36,0.000294516491321918,0.4,False
FRMD3,9,5.09272725425677e-05,0.18,False
OCA2,29,0.000266869034944264,0.37,False
OR5M9,13,0.0002063184421108917,0.1,False
GABRA5,51,0.0002896515644821084,0.27,False
GABRB3,59,0.000398953551116943,0.22,False
CACNA1H,86,0.00039441665720270217,1.0,True
CACNA1I,55,0.00017886075734508324,1.0,True
CACNA1G,78,0.0004503445381602915,1.0,True
TRPC1,65,0.00039186080846292216,0.3,False
TRPC5,50,0.00034831353270121647,0.29,False
TRPC4,51,0.0002858388396408297,0.5,False
NOS1,44,0.0003460624557199025,0.44,False
CACNA2D1,71,0.0004196097599190026,0.18,False
CACNA1C,143,0.002225733154067994,0.99,True
CAV3,93,0.001564007023460301,0.09,False
CLCN2,43,0.00028596363095980635,0.57,False
CACNB4,54,0.00035814827313938776,0.98,True
CACNB2,70,0.00025245754468524313,0.99,True
CACNA1S,87,0.0008016752407769462,0.52,False
CATSPERG,40,1.2468061243456675e-05,0.22,False
RYR1,86,0.0011139127732457366,1.0,True
GNB2,134,0.0005819616841843544,0.11,False
CACNG4,74,0.0002898199045653386,0.75,True
CACNA2D4,51,0.00015221925861417596,0.28,False
CATSPERB,48,0.0002247812250645892,0.12,False
CATSPER3,51,0.00031769715588237757,0.14,False
CATSPERD,49,0.0003019059186420892,0.14,False
CACNA2D3,46,0.0002551358689943132,0.14,False
CACNA2D2,50,0.0003943300384723868,0.22,False
CACNG3,75,0.00022942707646116928,0.64,False
CACNG1,50,0.0001876524160862268,0.14,False
CATSPER1,62,0.0007825338183722233,0.99,True
TMEM262,42,2.8785425564404537e-05,0.09,False
CATSPER2,56,0.0003774442815433304,0.3,False
CACNG7,71,0.00023210307192763079,0.14,False
CATSPERZ,43,3.1157589944136545e-05,0.92,True
CACNG8,83,0.0005695376722039161,1.0,True
CATSPERE,44,0.0001911305763401115,0.13,False
CACNA1B,76,0.000759228252530125,0.94,True
STAC3,49,8.829053669065448e-05,0.92,True
GNG2,193,0.0017723511970948796,0.46,False
CACNA1A,83,0.0010797951461546471,0.98,True
CACNB1,56,0.00029625518225934476,0.98,True
CACNG6,41,6.707613425452322e-05,0.22,False
RAPGEF4,51,0.00046101317404752794,0.25,False
RIMS2,46,0.0007033923278581549,1.0,True
RABAC1,39,0.0004971119897586834,0.25,False
LRP1B,36,0.0004111941659268138,0.21,False
ERC1,34,0.00033865525463270635,0.99,True
SYNE1,44,0.0005653832301390354,0.94,True
OBSCN,22,0.00010076103639768996,0.99,True
RYR2,73,0.001218794114596396,0.86,True
FAT4,42,0.0005324612967113153,0.55,False
FAT3,25,0.00022647266758603124,0.64,False
ABCA13,25,0.00033704465794383276,0.25,False
CADPS,34,0.00029813241293692256,0.49,False
CADPS2,9,1.7714209287621698e-05,0.68,False
GIT1,59,0.0006276661790965486,0.8,True
CSMD1,35,0.0004980517055031207,0.78,True
LRFN5,37,0.0003725699073355611,0.35,False
LRFN4,31,0.0001384006840172164,0.58,False
ADGRV1,46,0.0004851291619870328,0.74,True
FOXO3,41,0.0005342349360431468,1.0,True
SIRT1,33,0.00043605871429796536,0.99,True
SMAD3,62,0.0009260265415018087,0.26,False
IKBKB,41,0.0004786964976146958,0.35,False
BCL2L11,40,0.00033156889862988396,0.99,True
AKT2,60,0.0003340278310589531,0.3,False
AKT3,54,0.0003184645258732613,0.27,False
MAPK1,125,0.0025415415157673668,0.19,False
MAPK3,146,0.0038656884827846095,0.23,False
STK11,36,0.0002627746600657257,0.3,False
MAPK14,53,0.00042768402678495317,0.11,False
PRKAA1,32,0.000387708289028996,0.42,False
PRKACB,578,0.023950522374973724,0.12,False
PRKACA,586,0.02715699480694251,0.11,False
PRKAA2,24,0.00018847658998154255,0.58,False
FASLG,57,0.0004711413531788569,0.84,True
PTCHD1,30,0.0002137478547758541,0.11,False
SLC9A9,24,0.00012718363673624482,0.16,False
LRTOMT,37,0.00020495051815982,0.12,False
GRID2,64,0.00035595731823876635,0.48,False
CNTN4,48,0.0003972952174766905,0.41,False
SLC9A3R2,46,0.0004487486333998422,0.92,True
PDZD3,24,0.00018340881638592555,0.77,True
SCN4B,55,0.00024171200897761216,0.27,False
TRPV1,94,0.001560166953480252,0.18,False
SIGMAR1,58,0.0011207025374622558,0.12,False
COL18A1,43,0.00024213447019776817,1.0,True
GPC1,58,0.0004369679839008036,0.54,False
MMP2,47,0.0005140672833478484,0.3,False
KDR,107,0.0018646563810804282,0.51,False
HSPG2,93,0.0011931312096579085,0.93,True
PLG,44,0.0004168892018888266,0.75,True
THBS1,65,0.0005015282240684232,0.52,False
GPC4,59,0.00032973934108764436,0.34,False
COL23A1,23,8.513697705919778e-05,1.0,True
ITGA5,86,0.0003754428879567521,0.49,False
LAMC1,62,0.00037885714831622743,0.59,False
LAMA1,52,9.98647919640512e-05,0.25,False
FLT4,41,0.00014678620024157548,0.58,False
COL4A1,58,0.00019217210413904507,1.0,True
SPARC,27,0.000144103711137436,0.14,False
VTN,79,0.000795107706801882,0.46,False
ITGA3,70,0.0002024581274337619,0.24,False
FLT1,42,0.000292359151596167,0.24,False
COL8A2,25,0.00015613125875433466,1.0,True
COL4A2,61,0.0003049953928926651,1.0,True
COL6A2,57,0.00029306460170561675,0.39,False
ITGAV,86,0.00047364352911263976,0.23,False
LAMB1,57,0.0001850701218994466,0.25,False
NID2,26,2.8416747725867432e-05,0.49,False
MTCL1,2,2.4014400422134453e-07,1.0,True
MARK2,32,0.00047857666897258824,0.98,True
PPP2R2B,31,0.0005777012777496041,0.13,False
MAST2,15,0.00017564310183401663,1.0,True
SLC9A3,64,0.0006489071105250035,0.4,False
GOPC,50,0.0009809665937996258,0.88,True
SLC9A3R1,74,0.001511247261351796,0.92,True
TMEM69,4,1.1313771950141135e-05,0.14,False
PTPN4,15,7.961050399178227e-05,0.24,False
SRP9,21,7.585976703594041e-05,0.11,False
MAGI3,43,0.00026215030218015357,0.98,True
AKAP13,43,0.00037091160250878844,1.0,True
GNA12,102,0.0007835220724942626,0.17,False
AKAP1,34,0.00038384803764698015,0.95,True
ARHGEF11,45,0.00021889054129397385,1.0,True
PRKD1,49,0.00038463505924267715,0.4,False
PRKD3,37,0.00015567673331146943,0.6,False
PRKD2,37,0.0001923932900498959,0.84,True
AKAP12,30,0.00029574833976832017,1.0,True
KSR1,42,0.0002465363367997904,0.97,True
PRKAR2A,38,0.00019916037321245306,0.38,False
AKAP5,45,0.00034839993233423184,0.99,True
AKAP7,26,0.00016670848796998975,0.3,False
GNAQ,234,0.005066389128820283,0.12,False
AKAP10,38,0.00031223179541867824,0.78,True
PRKAR2B,39,0.00030280243896769555,0.4,False
ARHGEF18,26,7.424615410636598e-05,1.0,True
PDE4D,48,0.0006049709147912682,0.96,True
AKAP8,21,0.00015649060781949695,1.0,True
ARHGEF12,57,0.000546306954939243,0.98,True
ITGB1BP1,23,5.5346341556922836e-05,0.58,False
MAP2K1,53,0.0006440815462557586,0.5,False
ALPK2,2,3.082298692612038e-06,1.0,True
NAA15,10,0.00029851650674401424,0.19,False
CDCA2,7,6.709749027657848e-05,1.0,True
NAV1,38,0.000285228067800792,1.0,True
SCN1A,82,0.00099328433124886,0.41,False
SCN4A,61,0.0002770401049907748,0.48,False
SCN9A,59,0.00028341392475277234,0.77,True
SCN3A,49,0.00013020536736588673,0.85,True
SCN2B,62,0.0004087211638343357,0.2,False
SCN11A,52,0.0002863075634265045,0.39,False
BACE1,74,0.001207981985881873,0.2,False
KCNH2,80,0.0010598576526087478,0.96,True
BACE2,41,0.0002878427769701571,0.34,False
KCNMB1,39,0.0004730087774477805,0.14,False
RTN3,47,0.0004511738531859929,0.99,True
RTN2,47,0.00047865663308715414,0.98,True
KCNB1,58,0.0008973784381662873,0.96,True
PLSCR1,30,0.000390818846324568,0.2,False
RTN4,55,0.000982439255052151,0.99,True
SCN1B,72,0.0005496450355045876,0.12,False
NALCN,29,0.000260529843671051,0.36,False
RTN1,45,0.0005418907762136619,1.0,True
KCNA2,70,0.0007246709326756503,0.61,False
NRG1,58,0.00044590736128054216,1.0,True
PSEN1,77,0.0017676547986131034,0.47,False
GPR37L1,32,6.15276887575941e-05,0.26,False
CAV1,185,0.008399551440486836,0.11,False
GGA3,46,0.0004727953196704966,0.97,True
IQCE,11,0.00022856111324530634,1.0,True
SORBS1,33,0.00019163421051852927,1.0,True
HLA-C,84,0.0005758647188592808,0.43,False
CBL,94,0.001122093127829261,1.0,True
FLOT1,49,0.0005244584844365745,0.26,False
TENM1,12,4.657025901481904e-05,0.78,True
FLOT2,49,0.0008543479446054841,0.15,False
ITGA1,63,0.00012740377493246333,0.23,False
KIR2DL1,51,0.00018525968178891795,0.75,True
KIR3DL3,26,1.0148007951401102e-05,0.27,False
ITGB5,73,0.00036712512851711735,0.21,False
FCHSD2,28,0.00020057661558618478,0.65,False
KIR2DL3,44,3.667449727768669e-05,0.76,True
ABL1,79,0.0011117043149574972,0.99,True
KIR3DL2,41,0.0002924195643155425,0.6,False
VTA1,42,0.00015443686405457074,0.67,False
STAC,20,0.00011466282420010596,0.84,True
KIR3DL1,46,7.554659281153896e-05,0.78,True
HLA-B,95,0.0010262276930634914,0.44,False
NECTIN1,51,0.0004993398103573494,0.51,False
KIR2DL4,41,3.6346414620884535e-05,0.81,True
SORBS2,21,0.00011819187476646355,1.0,True
SH2B2,20,1.5541305197375817e-05,0.99,True
MYLK,13,0.00010338470884301624,0.88,True
CORO1C,27,0.00023223505836789045,0.19,False
SLC2A4,74,0.0011947435364281923,0.14,False
IRS4,31,0.00014109135194851748,1.0,True
PIK3R1,186,0.0028375941522188757,0.32,False
PIK3R2,135,0.0015824824147326409,0.85,True
PIK3CA,171,0.0027432462761474413,0.14,False
IGF1R,91,0.0013511274564544143,0.39,False
PIK3CB,131,0.0013306182070481013,0.13,False
PIK3CG,84,0.0009661351594347913,0.34,False
PTPN1,46,0.0007959301832632579,0.52,False
PIK3CD,122,0.001001305634374228,0.35,False
PIK3R5,51,0.0002468452627529855,0.93,True
PRKCZ,54,0.0003789468233964376,0.32,False
PTPRF,49,0.0004798706595596204,0.56,False
KL,39,0.000367316996965269,0.18,False
PRKCD,52,0.0004128283948132527,0.24,False
GPR83,27,0.00020815142015726524,0.14,False
PIK3R6,54,0.0003584041773637074,0.4,False
SOCS7,28,0.00011164183021106607,0.99,True
INSRR,18,1.487531902590822e-05,0.46,False
NISCH,31,0.0003286978608379265,0.76,True
WNT1,58,0.00015819247022163586,0.3,False
GPC3,78,0.0007599040723070062,0.13,False
FZD1,64,0.00015707722959011397,0.68,False
PPP2R1A,37,0.0004937980539528702,0.12,False
WNT8B,44,1.974982939583746e-05,0.22,False
WNT8A,47,6.739660325934729e-05,0.16,False
KRAS,167,0.0036763693651744966,0.14,False
BAG6,35,0.0004909468175760333,1.0,True
UBL4A,32,0.00038326677013988275,0.38,False
GET4,41,0.0006025589002637439,0.77,True
RNF126,16,0.00022248716676647926,0.95,True
SGTA,39,0.0006726340639389103,0.8,True
GET3,41,0.0004591499070465432,0.19,False
HAVCR2,95,0.000547436694049544,0.15,False
LCK,98,0.0010673637491884918,0.24,False
AMFR,57,0.0007283218411268382,0.44,False
VCP,86,0.0019053482694016224,0.41,False
FYN,175,0.004501286023329332,0.17,False
FUZ,10,4.735940701401178e-05,0.29,False
UBQLN4,15,9.060487792803046e-05,1.0,True
SEC61B,75,0.0008346425166455941,0.94,True
GET1,36,0.0002594965625470218,0.14,False
CAMLG,45,0.0009248093156705995,0.9,True
AIFM1,19,0.00010658910415067446,0.62,False
DERL2,56,0.0004909524616972187,0.16,False
KLRK1,78,0.00021963069508589141,0.11,False
ATP5PF,56,0.0002303317585306728,0.29,False
BCL2,131,0.003420947434743885,0.52,False
PRNP,63,0.0012642924787523073,0.85,True
SPECC1,19,9.155778997918522e-05,1.0,True
GALNT14,17,8.309406263775345e-06,0.14,False
ST6GALNAC2,24,2.061524417143793e-05,0.21,False
ST3GAL1,62,0.00043340901442349305,0.15,False
GALNT15,23,8.327144698433404e-05,0.27,False
GALNT10,26,0.00015095469033768233,0.34,False
MUCL3,2,3.711251010516108e-08,1.0,True
B3GNT5,43,0.0002767958816811073,0.12,False
GALNT1,29,0.00018663780263224815,0.16,False
ST3GAL2,47,0.0002886574685171746,0.15,False
TAAR9,11,2.9804310139436144e-05,0.13,False
ST6GAL1,60,0.0005312890381379009,0.27,False
A4GNT,20,3.8084146005729015e-05,0.13,False
B3GNT7,20,3.8627683466563647e-05,0.24,False
B3GNT4,29,0.00016958793122138824,0.42,False
B3GNT2,52,0.00036067121358959953,0.16,False
B3GNT8,16,1.167685644375362e-06,0.34,False
B3GNT9,16,3.471672117881146e-05,0.76,True
GALNT13,28,0.0002162613358735854,0.13,False
EMCN,43,0.000393983688031703,0.95,True
BTN3A1,37,0.00014210194988545924,0.25,False
B4GALNT1,43,0.0005576571189465092,0.29,False
NCF4,59,0.000489940688410662,0.14,False
IL17RE,17,3.561959842047477e-05,0.49,False
TNFSF15,37,0.00010644674805285102,0.2,False
GALNT3,37,0.0002746908394651655,0.29,False
CHST4,30,0.00017292398492945991,0.14,False
NHS,34,0.00016027002949611408,1.0,True
GCNT2,37,0.00033009369753778453,0.13,False
MIB1,16,5.772183510814317e-05,0.23,False
EPHA2,84,0.0009010601270395063,0.24,False
WASF2,38,0.00012258940555739175,1.0,True
MPP7,44,0.0004901930698415814,0.38,False
TRIP11,37,0.00029602486919828473,0.97,True
ERBIN,57,0.0005540897675552336,0.99,True
IQGAP1,82,0.0008869512499249284,0.26,False
SLITRK5,44,0.0006031048344376776,0.85,True
PPL,39,0.0004950076643624203,0.67,False
PAK1,60,0.0005906799853816543,0.76,True
PAK2,54,0.00025167487925087265,0.8,True
DSG2,34,0.0002830096438012855,0.69,False
VAMP3,122,0.0017544248930395389,0.14,False
PLD2,85,0.001478138047648877,0.31,False
NCKAP1L,44,0.0002824382030173636,0.22,False
VANGL1,58,0.00023040333337031265,0.46,False
LAMTOR1,58,0.0005274422497078653,0.6,False
SHROOM2,8,2.0575696419654616e-05,1.0,True
GPR143,31,0.0003434385195481994,0.57,False
CD99,38,0.0004409100981888121,0.99,True
MLANA,28,0.00015085044874863854,0.19,False
CLCN4,21,0.00015694218231561668,0.2,False
NUTF2,15,4.4222612266273676e-05,0.12,False
GOT2,43,0.0006803443756011898,0.12,False
NUMA1,16,0.00014756820475871651,1.0,True
GPSM2,54,0.0005563602945605708,0.33,False
TNKS,22,0.0002544455704465247,0.86,True
EPB41L2,35,0.00012085400578346976,0.97,True
GPSM1,65,0.0007423779275133079,0.69,False
TNKS2,21,0.00010974006774879428,0.58,False
KIF11,27,0.0003773719334171165,0.3,False
PRKAR1A,41,0.0004774904147418249,0.25,False
CBX1,6,1.689974868051071e-05,0.98,True
GPR1,17,0.0001340886532366882,0.1,False
GNAI1,182,0.002322277193599997,0.17,False
LMNA,61,0.001126687179832327,0.95,True
ATXN2,30,0.0004058236002472523,1.0,True
DDX6,11,5.004335765518196e-05,0.33,False
EPOR,28,0.00011817154153982449,0.88,True
ARHGAP17,37,0.0002305215884118397,1.0,True
RC3H2,10,4.171185498908671e-05,0.8,True
ATP2A3,39,0.00040094835111882676,0.31,False
ATP2A1,36,0.0005527898872117208,0.21,False
SPACA6,11,5.225948029052288e-05,0.12,False
ANO2,24,0.0002911548339293103,0.69,False
SPNS1,26,0.00025863596253678395,0.18,False
TMIGD2,16,2.0834209513954506e-05,0.72,True
NAV2,7,4.623799529248373e-05,1.0,True
NAV3,11,4.3647726788826215e-05,1.0,True
RBM15,7,2.4641099988661516e-05,1.0,True
MGAT5B,44,0.0008558343799184493,0.2,False
TMEM132A,6,2.69793155845885e-05,0.99,True
SCN7A,47,0.00024082499767261016,0.28,False
ARHGAP21,24,3.833088355964094e-05,1.0,True
ARF1,128,0.002189001083635453,0.11,False
PRICKLE1,36,0.00014780405653473934,0.95,True
PRICKLE3,37,0.00018741907064557045,0.89,True
RND3,38,0.00017543279491011603,0.22,False
PRICKLE2,38,0.00013984311027301648,0.99,True
SCRIB,63,0.0007775764255911661,1.0,True
ATN1,13,3.311269333620889e-05,1.0,True
MAGI1,43,0.00045165362917652543,1.0,True
WWP1,33,0.0005511843741549099,0.64,False
ITCH,36,0.0007006249021923589,0.72,True
JPH3,27,0.0001389439287348121,1.0,True
FAT1,36,0.00035061334626268205,0.77,True
PTPRQ,12,5.17314178431796e-05,0.69,False
RNF43,36,0.00016191561898533084,0.98,True
DDR2,28,0.00010442423387290516,0.44,False
ZDHHC17,40,0.0004687530771807489,0.15,False
MSLN,41,0.0004956220048552772,0.31,False
LGALS3,77,0.001374440911943118,0.88,True
SIGLEC9,43,0.0001102287706275818,0.33,False
SELL,82,0.0006750379441976906,0.23,False
FOLR1,39,0.0005716549454897659,0.13,False
FOLH1,38,0.0005356863326441419,0.23,False
CAVIN1,33,0.00015253582117167775,0.95,True
PRKCA,112,0.0020713235135281245,0.23,False
PALM2AKAP2,29,0.00046322232649963425,0.86,True
BASP1,30,0.00026246501453276,1.0,True
TMED3,32,3.3101038385935544e-05,0.12,False
SNAP23,101,0.0007849208896316351,0.34,False
MARCHF7,12,7.866506443550334e-05,1.0,True
FBXL2,17,8.9468781640723e-05,0.1,False
MARCHF11,7,7.429584456802087e-05,0.93,True
NLRP3,43,0.0004251613621247609,0.19,False
MARCHF2,23,0.00016463572136166165,0.16,False
UBE2D3,49,0.0008085961801846854,0.18,False
MARCHF3,7,0.00019459005886455266,0.14,False
BRCC3,13,6.975649542106999e-05,0.12,False
MARCHF4,9,6.411153874008328e-05,0.95,True
MARCHF9,7,0.00012370378226519342,0.96,True
DRD1,54,0.000561302054341847,0.25,False
ABRAXAS2,13,0.00010650373877798184,0.63,False
S100A8,44,0.0003720544348449057,0.12,False
RAP2B,41,0.0002602618473720272,0.14,False
BIRC6,24,0.0003159649309892508,1.0,True
MT-ND4,109,0.0021653928934794123,0.12,False
GEM,8,1.6780058144027653e-05,0.21,False
RAPSN,39,0.0008813635291602341,0.11,False
AMER3,18,0.0002964629315765013,1.0,True
SVOP,35,0.0005495752795323378,0.18,False
AMER2,4,4.543333043181958e-06,1.0,True
GPR148,14,0.0001019043897134187,0.25,False
SCN3B,59,0.0003615070967411058,0.12,False
CTXN2,7,3.112234740901363e-05,0.21,False
TMEM198,3,2.2241304200001523e-06,0.4,False
PLEKHB2,4,2.123432484253723e-05,0.25,False
TMEM179,19,0.0004965674862821793,0.12,False
GNPNAT1,7,2.139572293343615e-05,0.1,False
CPLX2,47,0.0002066796678068488,0.98,True
FAM189A1,8,0.00016040053520269482,0.77,True
TMEM88B,11,5.018094826987196e-05,0.88,True
FAM168B,7,3.9209555402626095e-05,0.99,True
FAM171B,10,8.964400228020014e-05,0.89,True
TMEM130,8,4.2924224266415664e-05,0.15,False
HTRA2,35,0.0004695410533950156,0.41,False
USP8,39,0.0006486539549448941,0.78,True
KCNJ11,27,0.00018219976663810187,0.19,False
STX17,94,0.0008101280013060202,0.2,False
ALK,49,0.0006158636034428607,0.97,True
STRN,25,0.00025718756421620645,0.81,True
EWSR1,11,4.5908139482511616e-05,1.0,True
NR4A3,9,3.414497821631358e-05,0.97,True
CUX1,25,0.00026843048718202584,0.71,True
CD99L2,31,9.355389010299556e-05,1.0,True
RASL10A,9,7.043947036865652e-05,0.6,False
AMPH,71,0.0006116967560714146,0.98,True
AAK1,44,0.00027263246445857086,1.0,True
BIN1,93,0.0011726625449791246,0.93,True
EGF,183,0.007008999670084972,0.32,False
SYNJ2,56,0.0002785436084918785,0.84,True
SYT11,51,0.000433901535562469,0.39,False
NECAP1,48,0.0001274208698202379,0.96,True
VAMP4,82,0.00031779181558842454,0.14,False
SLA2,37,0.00017286631861671185,0.33,False
AP2S1,64,0.0001741677078445255,0.09,False
ARMCX4,12,0.000113865778181231,1.0,True
DPAGT1,44,0.00037307187072833464,0.1,False
MFSD6L,31,0.0005488071946935464,0.21,False
CACHD1,51,0.00040762980926863524,0.55,False
AP4S1,55,0.00042973052674533606,0.11,False
UBAC2,41,0.00044458614564434025,0.25,False
CCDC163,6,0.00011892743677484402,0.26,False
TAX1BP3,24,0.00029894274689519517,0.32,False
RAB30,35,0.0003986418206774238,0.14,False
TENM4,17,0.0004654281868894433,0.84,True
LRIG1,39,0.0005435052088678231,0.59,False
SYVN1,55,0.0006162025352757367,0.73,True
NPNT,10,4.671304290525922e-05,0.39,False
PHLDB2,17,3.4174342193024054e-05,1.0,True
KANK1,30,0.0003140418820638059,0.97,True
CLASP2,17,0.00013650241449134743,1.0,True
FLNA,108,0.002083938839778506,0.77,True
RAB6A,77,0.000488679065950228,0.12,False
MACF1,36,0.00045316637169088577,0.99,True
KIAA1549,25,0.0002838682737400096,1.0,True
BRAF,85,0.0014600101640241463,0.97,True
CLCN6,27,0.00025639258826705934,0.15,False
ARAF,46,0.0005038326541480123,0.44,False
AGK,42,0.0007501551369548211,0.31,False
RNF130,12,0.00020921236630557717,0.26,False
RAF1,79,0.0007909852952783553,0.49,False
FGFR1,80,0.001071629474072916,0.69,False
AGTRAP,30,0.00023426226300773742,0.11,False
NRAS,122,0.0015066627613922912,0.11,False
HRAS,139,0.0028774683032260044,0.12,False
TRAK1,34,0.00044412250527950923,0.97,True
TACC1,15,7.07786215291569e-05,0.99,True
MAP2K2,41,0.00023180828257988453,0.28,False
AP3B1,64,0.0005506986181316029,0.64,False
OR10A4,16,1.5342665419776673e-05,0.14,False
PRPH2,41,0.00020303614685950757,0.2,False
ERBB3,73,0.0004967775196788912,0.67,False
ASGR1,37,0.0005814695742045691,0.25,False
CREB3L2,31,0.0001651109227992278,0.95,True
GALNT6,33,0.0003054223054276054,0.3,False
DEFB1,12,4.978755145164334e-05,0.11,False
CREB3L1,37,0.0004685635139452714,0.98,True
ST3GAL3,46,0.00027797478430285547,0.15,False
ERBB4,85,0.0011677114444688273,0.19,False
ST6GALNAC4,31,9.256502988063375e-05,0.33,False
NACAD,8,4.42534839782566e-07,1.0,True
RPL13,49,0.00022417293034907474,0.76,True
RPS8,49,0.0004763253028349189,0.32,False
RPL5,87,0.0021622635713697386,0.14,False
RPL11,81,0.0011653116127100156,0.15,False
RPSA,30,0.0002298896646090128,0.68,False
RPS3,71,0.0013030525521227946,0.21,False
RACK1,58,0.0015375072705524516,0.13,False
DOCK4,18,0.00010221488592380543,0.52,False
OR51G1,14,7.338812098237796e-05,0.11,False
TCHP,26,0.0003083337033810745,0.86,True
RIMBP2,24,7.004506117882027e-05,0.9,True
STXBP1,83,0.0006993207673155436,0.21,False
PITPNM3,24,0.00018458639723529144,0.92,True
GUCY2D,43,0.00020032048055109122,0.37,False
RAB3C,39,0.00019512520495649003,0.15,False
SLC18A2,48,0.0003251255529491676,0.14,False
SLC18A3,52,0.0004896555498272334,0.53,False
PPFIA4,28,4.981271366786497e-05,0.99,True
UNC13C,18,6.793226126331206e-05,0.98,True
