UniProt_ID,Protein_Name,Gene_Names,Organism,Source_DB,LLPSDB_designed,LLPS_mode,evidence_in_vitro,evidence_in_vivo,role,MLO_Types,is_membrane,TMD_count,TMD_class,Length
Q8NFD5,AT-rich interactive domain-containing protein 1B,ARID1B BAF250B DAN15 KIAA1235 OSA2,Homo sapiens,PhasePDB,False,both,False,False,client,,False,0,none,2236.0
Q8NFU5,Inositol polyphosphate multikinase,IPMK IMPK,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,416.0
Q8NFZ5,TNFAIP3-interacting protein 2,TNIP2 ABIN2 FLIP1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,SINT-speckle,False,0,none,429.0
Q8NHQ8,Ras association domain-containing protein 8,RASSF8 C12orf2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,419.0
Q8NI35,InaD-like protein,PATJ CIPP INADL,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,1801.0
Q8TAQ2,SWI/SNF complex subunit SMARCC2,SMARCC2 BAF170,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,,False,0,none,1214.0
Q8TB72,Pumilio homolog 2,PUM2 KIAA0235 PUMH2,Homo sapiens,PhasePDB,False,partner_dependent,True,False,client,NORAD-PUM body; Stress granule,False,0,none,1066.0
Q8TC71,Mitochondria-eating protein,SPATA18 MIEAP,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,538.0
Q8TCF1,AN1-type zinc finger protein 1,ZFAND1,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,Stress granule,False,0,none,268.0
Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1 PNPASE,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,783.0
Q8TD16,Protein bicaudal D homolog 2,BICD2 KIAA0699,Homo sapiens,PhasePDB,False,partner_dependent,False,False,both,Centrosome,False,0,none,824.0
Q8TDY2,RB1-inducible coiled-coil protein 1,RB1CC1 KIAA0203 RBICC,Homo sapiens,PhasePDB,False,both,False,False,driver,,False,0,none,1594.0
Q8WUK0,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,PTPMT1 MOSP PLIP,Homo sapiens,PhasePDB,False,autonomous,False,False,both,,False,0,none,201.0
Q8WUM0,Nuclear pore complex protein Nup133,NUP133,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,Nuclear pore complex,False,0,none,1156.0
Q8WUM4,Programmed cell death 6-interacting protein,PDCD6IP AIP1 ALIX KIAA1375,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Abscission checkpoint body,False,0,none,868.0
Q8WV28,B-cell linker protein,BLNK BASH SLP65,Homo sapiens,PhasePDB,False,unclear,False,False,driver,,False,0,none,456.0
Q8WVC0,RNA polymerase-associated protein LEO1,LEO1 RDL,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Transcriptional condensate,False,0,none,666.0
Q8WWM7,Ataxin-2-like protein,ATXN2L A2D A2LG A2LP A2RP,Homo sapiens,PhasePDB,False,both,True,True,both,Stress granule,False,0,none,1075.0
Q8WXF1,Paraspeckle component 1,PSPC1 PSP1,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,True,True,driver,Paraspeckle; Stress granule,False,0,none,523.0
Q92522,Histone H1.10,H1-10 H1FX,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,,False,0,none,213.0
Q92547,DNA topoisomerase 2-binding protein 1,TOPBP1 KIAA0259,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,DNA damage foci; Nucleolus,False,0,none,1522.0
Q92570,Nuclear receptor subfamily 4 group A member 3,NR4A3 CHN CSMF MINOR NOR1 TEC,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,626.0
Q92576,PHD finger protein 3,PHF3 KIAA0244,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,2039.0
Q92646,Histone H2A,H2A/k,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,
Q92668,,K-ras,Homo sapiens,PhasePDB,False,partner_dependent,False,True,unclear,,False,0,none,
Q92734,Protein TFG,TFG,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,400.0
Q92777,Synapsin-2,SYN2,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,True,False,driver,,False,0,none,582.0
Q92793,CREB-binding protein,CREBBP CBP,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,2442.0
Q92794,Histone acetyltransferase KAT6A,KAT6A MOZ MYST3 RUNXBP2 ZNF220,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,KAT6A droplet,False,0,none,2004.0
Q92804,TATA-binding protein-associated factor 2N,TAF15 RBP56 TAF2N,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,DNA damage foci; Nucleolus; Transcriptional condensate,False,0,none,592.0
Q92804-2,TATA-binding protein-associated factor 2N;68 kDa TATA-binding protein-associated factor;RNA-binding protein 56,TAF15;RBP56;TAF2N,Homo sapiens,LLPSDB,False,unclear,False,False,unclear,Nucleus; Cytoplasm.,False,0,none,
Q92805,Golgin subfamily A member 1,GOLGA1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Golgin condensate,False,0,none,767.0
Q92830,Histone acetyltransferase KAT2A,KAT2A GCN5 GCN5L2,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,SINT-speckle,False,0,none,837.0
Q92878,DNA repair protein RAD50,RAD50,Homo sapiens,PhasePDB,False,unclear,False,False,client,,False,0,none,1312.0
Q92879,CUGBP Elav-like family member 1,CELF1 BRUNOL2 CUGBP CUGBP1 NAB50,Homo sapiens,PhasePDB,False,both,False,False,driver,P-body; Stress granule,False,0,none,486.0
Q92934,Bcl2-associated agonist of cell death,BAD BBC6 BCL2L8,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,168.0
Q92973,Transportin-1,TNPO1 KPNB2 MIP1 TRN,Homo sapiens,LLPSDB+PhasePDB,False,both,False,False,both,Stress granule,False,0,none,898.0
Q92985,Interferon regulatory factor 7,IRF7,Homo sapiens,PhasePDB,False,autonomous,True,False,both,,False,0,none,503.0
Q92993,Histone acetyltransferase KAT5,KAT5 HTATIP TIP60,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,513.0
Q92997,Segment polarity protein dishevelled homolog DVL-3,DVL3 KIAA0208,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Centrosome,False,0,none,716.0
Q93074,Mediator of RNA polymerase II transcription subunit 12,MED12 ARC240 CAGH45 HOPA KIAA0192 TNRC11 TRAP230,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Nuclear stress body; Transcriptional condensate,False,0,none,2177.0
Q969Q1,E3 ubiquitin-protein ligase TRIM63,TRIM63 IRF MURF1 RNF28 SMRZ,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,,False,0,none,353.0
Q96AC1,Fermitin family homolog 2,FERMT2 KIND2 MIG2 PLEKHC1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,680.0
Q96AH0,SOSS complex subunit B2,NABP1 OBFC2A SSB2,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,,False,0,none,204.0
Q96B01,RAD51-associated protein 1,RAD51AP1 PIR51,Homo sapiens,PhasePDB,False,both,False,False,unclear,,False,0,none,352.0
Q96B36,Proline-rich AKT1 substrate 1,AKT1S1 PRAS40,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,256.0
Q96B97,SH3 domain-containing kinase-binding protein 1,SH3KBP1 CIN85,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,665.0
Q96BW9,"Phosphatidate cytidylyltransferase, mitochondrial",TAMM41 C3orf31,Homo sapiens,PhasePDB,False,autonomous,False,False,both,,False,0,none,452.0
Q96BY2,Modulator of apoptosis 1,MOAP1 PNMA4,Homo sapiens,PhasePDB,False,both,False,False,both,p62 cluster,False,0,none,351.0
Q96C19,EF-hand domain-containing protein D2,EFHD2 SWS1,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,240.0
Q96CF2,Charged multivesicular body protein 4c,CHMP4C SHAX3,Homo sapiens,PhasePDB,False,autonomous,False,False,client,Abscission checkpoint body,False,0,none,233.0
Q96CN9,GRIP and coiled-coil domain-containing protein 1,GCC1,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Golgin condensate,False,0,none,775.0
Q96CV9,Optineurin,OPTN FIP2 GLC1E HIP7 HYPL NRP,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,577.0
Q96GD4,Aurora kinase B,AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,344.0
Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,SMARCD1 BAF60A,Homo sapiens,PhasePDB,False,both,False,False,both,Transcriptional condensate,False,0,none,515.0
Q96I24,Far upstream element-binding protein 3,FUBP3 FBP3,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,572.0
Q96J02,E3 ubiquitin-protein ligase Itchy homolog,ITCH,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,903.0
Q96JG9,Zinc finger protein 469,ZNF469 KIAA1858,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Proteasome containing foci; Stress granule,False,0,none,3925.0
Q96L73,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",NSD1 ARA267 KMT3B,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,2696.0
Q96LT7,Guanine nucleotide exchange factor C9orf72,C9orf72 DENND9 DENNL72,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Nuclear pore complex; Nuclear speckle; Nucleolus; Stress granule,False,0,none,481.0
Q96MT8,Centrosomal protein of 63 kDa,CEP63,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Centrosome; Pericentriolar matrix,False,0,none,703.0
Q96MU7,YTH domain-containing protein 1,YTHDC1 KIAA1966 YT521,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nuclear speckle; Transcriptional condensate,False,0,none,727.0
Q96NC0,Zinc finger matrin-type protein 2,ZMAT2,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,199.0
Q96PK6,RNA-binding protein 14,RBM14 SIP,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Paraspeckle,False,0,none,669.0
Q96PV0,Ras/Rap GTPase-activating protein SynGAP,SYNGAP1 KIAA1938,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Postsynaptic density,False,0,none,1343.0
Q96QE5,"Transcription elongation factor, mitochondrial",TEFM C17orf42,Homo sapiens,PhasePDB,False,both,False,False,driver,Mitochondrial nucleoid,False,0,none,360.0
Q96RN5,Mediator of RNA polymerase II transcription subunit 15,MED15 ARC105 CTG7A PCQAP TIG1 TNRC7,Homo sapiens,PhasePDB,False,autonomous,False,True,driver,,False,0,none,788.0
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2,CAMKK2 CAMKKB KIAA0787,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,588.0
Q96T37,RNA-binding protein 15,RBM15 OTT OTT1,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Nuclear speckle,False,0,none,977.0
Q99496,E3 ubiquitin-protein ligase RING2,RNF2 BAP1 DING HIPI3 RING1B,Homo sapiens,PhasePDB,False,autonomous,False,True,driver,Polycomb body,False,0,none,336.0
Q99551,"Transcription termination factor 1, mitochondrial",MTERF1 MTERF,Homo sapiens,PhasePDB,False,both,False,False,driver,Mitochondrial nucleoid,False,0,none,399.0
Q99638,Cell cycle checkpoint control protein RAD9A,RAD9A,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,391.0
Q99661,Kinesin-like protein KIF2C,KIF2C KNSL6,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,725.0
Q99683,Mitogen-activated protein kinase kinase kinase 5,MAP3K5 ASK1 MAPKKK5 MEKK5,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,1374.0
Q99700,Ataxin-2,ATXN2 ATX2 SCA2 TNRC13,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Neuronal granule; P-body; RNP granules; Stress granule,False,0,none,1313.0
Q99873,Protein arginine N-methyltransferase 1,PRMT1 HMT2 HRMT1L2 IR1B4,Homo sapiens,LLPSDB+PhasePDB,False,unclear,False,False,unclear,Stress granule,False,0,none,371.0
Q9BPW5,Ras-like protein family member 11B,RASL11B,Homo sapiens,PhasePDB,False,both,False,True,driver,,False,0,none,248.0
Q9BQ15,SOSS complex subunit B1,NABP2 OBFC2B SSB1,Homo sapiens,PhasePDB,False,unclear,True,True,unclear,Stress granule,False,0,none,211.0
Q9BQQ3,Golgi reassembly-stacking protein 1,GORASP1 GOLPH5 GRASP65,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,440.0
Q9BSI4,TERF1-interacting nuclear factor 2,TINF2 TIN2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,451.0
Q9BTA9,WW domain-containing adapter protein with coiled-coil,WAC KIAA1844,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nuclear speckle,False,0,none,647.0
Q9BUR4,Telomerase Cajal body protein 1,WRAP53 TCAB1 WDR79,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Cajal body,False,0,none,548.0
Q9BW19,Kinesin-like protein KIFC1,KIFC1 HSET KNSL2,Homo sapiens,PhasePDB,False,unclear,True,True,driver,Centrosome,False,0,none,673.0
Q9BX63,Fanconi anemia group J protein,BRIP1 BACH1 FANCJ,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,DNA damage foci,False,0,none,1249.0
Q9BXP5,Serrate RNA effector molecule homolog,SRRT ARS2 ASR2,Homo sapiens,PhasePDB,False,partner_dependent,False,True,unclear,Cajal body,False,0,none,876.0
Q9BXT4,Tudor domain-containing protein 1,TDRD1,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,Nuage,False,0,none,1180.0
Q9BXU1,Serine/threonine-protein kinase 31,STK31 SGK396,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,1019.0
Q9BYB0,SH3 and multiple ankyrin repeat domains protein 3,SHANK3 KIAA1650 PROSAP2 PSAP2,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Postsynaptic density,False,0,none,1731.0
Q9BYJ9,YTH domain-containing family protein 1,YTHDF1 C20orf21,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,P-body; Stress granule,False,0,none,559.0
Q9BYW2,Histone-lysine N-methyltransferase SETD2,SETD2 HIF1 HYPB KIAA1732 KMT3A SET2,Homo sapiens,PhasePDB,False,autonomous,False,True,unclear,,False,0,none,2564.0
Q9GZQ8,Microtubule-associated protein 1 light chain 3 beta,MAP1LC3B MAP1ALC3,Homo sapiens,LLPSDB+PhasePDB,False,partner_dependent,False,False,client,p62 cluster,False,0,none,125.0
Q9GZR7,ATP-dependent RNA helicase DDX24,DDX24,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Nucleolus,False,0,none,859.0
Q9GZV5,WW domain-containing transcription regulator protein 1,WWTR1 TAZ,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Receptor cluster; Transcriptional condensate,False,0,none,400.0
Q9H0E2,Toll-interacting protein,TOLLIP,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,274.0
Q9H0L4,Cleavage stimulation factor subunit 2 tau variant;CF-1 64 kDa subunit tau variant;Cleavage stimulation factor 64 kDa subunit tau variant;TauCstF-64,CSTF2T;KIAA0689,Homo sapiens,LLPSDB,False,unclear,False,False,unclear,Nucleus.,False,0,none,616.0
Q9H171,Z-DNA-binding protein 1,ZBP1 C20orf183 DLM1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,429.0
Q9H211,DNA replication factor Cdt1,CDT1,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,546.0
Q9H257,Caspase recruitment domain-containing protein 9,CARD9,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,536.0
Q9H2A3,Neurogenin-2,NEUROG2 ATOH4 BHLHA8 NGN2,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,272.0
Q9H334,Forkhead box protein P1,FOXP1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Transcriptional condensate,False,0,none,677.0
Q9H3F6,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,KCTD10 ULR061,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Postsynaptic density,False,0,none,313.0
Q9H3P2,Negative elongation factor A,NELFA WHSC2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Transcriptional condensate,False,0,none,528.0
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,PTPN23 KIAA1471,Homo sapiens,PhasePDB,False,both,False,False,unclear,SINT-speckle,False,0,none,1636.0
Q9H444,Charged multivesicular body protein 4b,CHMP4B C20orf178 SHAX1,Homo sapiens,PhasePDB,False,autonomous,False,False,client,Abscission checkpoint body,False,0,none,224.0
Q9H4A3,Serine/threonine-protein kinase WNK1,WNK1 HSN2 KDP KIAA0344 PRKWNK1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,TWN body,False,0,none,2382.0
Q9H4B6,Protein salvador homolog 1,SAV1 WW45,Homo sapiens,PhasePDB,False,partner_dependent,True,True,unclear,,False,0,none,383.0
Q9H4G4,Golgi-associated plant pathogenesis-related protein 1,GLIPR2 C9orf19 GAPR1,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,,False,0,none,154.0
Q9H5I1,Histone-lysine N-methyltransferase SUV39H2,SUV39H2 KMT1B,Homo sapiens,PhasePDB,False,unclear,False,False,client,Nucleolus,False,0,none,410.0
Q9H5P4,PDZ domain-containing protein 7,PDZD7 PDZK7,Homo sapiens,PhasePDB,False,autonomous,False,False,client,,False,0,none,1033.0
Q9H5Q4,"Dimethyladenosine transferase 2, mitochondrial",TFB2M NS5ATP5,Homo sapiens,PhasePDB,False,both,False,False,driver,Mitochondrial nucleoid,False,0,none,396.0
Q9H6S1,5-azacytidine-induced protein 2,AZI2 NAP1 TBKBP2,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,SINT-speckle,False,0,none,392.0
Q9H7E2,Tudor domain-containing protein 3,TDRD3,Homo sapiens,PhasePDB,False,both,False,False,driver,Stress granule,False,0,none,651.0
Q9H7Z6,Histone acetyltransferase KAT8,KAT8 MOF MYST1,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Cajal body; PML nuclear body,False,0,none,458.0
Q9H8W2,Putative uncharacterized protein encoded by LINC00472,LINC00472 C6orf155,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nucleolus,False,0,none,130.0
Q9H8Y8,Golgi reassembly-stacking protein 2,GORASP2 GOLPH6,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,452.0
Q9H9J4,Ubiquitin carboxyl-terminal hydrolase 42,USP42,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nuclear speckle,False,0,none,1324.0
Q9H9S0,Homeobox protein NANOG,NANOG,Homo sapiens,LLPSDB+PhasePDB,False,partner_dependent,True,True,unclear,Transcriptional condensate,False,0,none,305.0
Q9HBL0,Tensin-1,TNS1 TNS,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,1735.0
Q9HC35,Echinoderm microtubule-associated protein-like 4,EML4 C2orf2 EMAPL4,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,981.0
Q9HC52,Chromobox protein homolog 8,CBX8 PC3 RC1,Homo sapiens,PhasePDB,False,both,True,True,both,Nuclear body,False,0,none,389.0
Q9HC98,Serine/threonine-protein kinase Nek6,NEK6,Homo sapiens,PhasePDB,False,both,True,True,driver,,False,0,none,313.0
Q9HCE1,Helicase MOV-10,MOV10 KIAA1631,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,P-body,False,0,none,1003.0
Q9HCE5,N(6)-adenosine-methyltransferase non-catalytic subunit METTL14,METTL14 KIAA1627,Homo sapiens,PhasePDB,False,autonomous,False,False,client,Nuclear speckle; Nucleolus,False,0,none,456.0
Q9HCE7,E3 ubiquitin-protein ligase SMURF1,SMURF1 KIAA1625,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,757.0
Q9NP98,Myozenin-1,MYOZ1 MYOZ,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,299.0
Q9NPI6,mRNA-decapping enzyme 1A,DCP1A SMIF,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,P-body,False,0,none,582.0
Q9NQG5,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B C20orf77 CREPT,Homo sapiens,PhasePDB,False,both,True,False,driver,,False,0,none,326.0
Q9NQI0,Probable ATP-dependent RNA helicase DDX4,DDX4 VASA,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,False,False,driver,Nuage; P granule,False,0,none,724.0
Q9NQS7,Inner centromere protein,INCENP,Homo sapiens,PhasePDB,False,autonomous,False,False,both,,False,0,none,918.0
Q9NQW6,Anillin,ANLN,Homo sapiens,PhasePDB,False,partner_dependent,True,True,unclear,Transcriptional condensate,False,0,none,1124.0
Q9NR30,Nucleolar RNA helicase 2,DDX21,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Nuclear speckle; Nucleolus; RNA-helicase condensates,False,0,none,783.0
Q9NR56,Muscleblind-like protein 1,MBNL1 EXP KIAA0428 MBNL,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,P-body; Stress granule,False,0,none,388.0
Q9NRA8,Eukaryotic translation initiation factor 4E transporter,EIF4ENIF1,Homo sapiens,PhasePDB,False,partner_dependent,False,False,driver,P-body,False,0,none,985.0
Q9NRM7,Serine/threonine-protein kinase LATS2,LATS2 KPM,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Receptor cluster,False,0,none,1088.0
Q9NRR5,Ubiquilin-4,UBQLN4 C1orf6 CIP75 UBIN,Homo sapiens,PhasePDB,False,autonomous,False,True,driver,UBQLN puncta,False,0,none,601.0
Q9NSC5,Homer protein homolog 3,HOMER3,Homo sapiens,LLPSDB+PhasePDB,False,partner_dependent,True,False,unclear,Postsynaptic density,False,0,none,361.0
Q9NSU2,Three-prime repair exonuclease 1,TREX1,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,cGAS-DNA complex,False,0,none,314.0
Q9NSV4,Protein diaphanous homolog 3,DIAPH3 DIAP3,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,1193.0
Q9NTZ6,RNA-binding protein 12,RBM12 KIAA0765,Homo sapiens,PhasePDB,False,both,False,False,client,Nuclear speckle,False,0,none,932.0
Q9NUD5,Zinc finger CCHC domain-containing protein 3,ZCCHC3 C20orf99,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,403.0
Q9NUX5,Protection of telomeres protein 1,POT1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,634.0
Q9NVP1,ATP-dependent RNA helicase DDX18,DDX18 cPERP-D,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nucleolus,False,0,none,670.0
Q9NWB1,RNA binding protein fox-1 homolog 1,RBFOX1 A2BP A2BP1 FOX1 HRNBP1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nuclear speckle; Stress granule,False,0,none,397.0
Q9NWF9,E3 ubiquitin-protein ligase RNF216,RNF216 TRIAD3 UBCE7IP1 ZIN,Homo sapiens,PhasePDB,False,both,True,False,both,,False,0,none,866.0
Q9NWS1,PCNA-interacting partner,PARPBP C12orf48 PARI,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,DNA damage foci,False,0,none,579.0
Q9NX01,Thioredoxin-like protein 4B,TXNL4B DIM2 DLP,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,P-body,False,0,none,149.0
Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1,TERF2IP DRIP5 RAP1,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,399.0
Q9NYF0,Dapper homolog 1,DACT1 DPR1 HNG3,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,836.0
Q9NYJ8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,TAB2 KIAA0733 MAP3K7IP2,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,693.0
Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A C9orf10 KIAA0183 OSSA,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,Stress granule,False,0,none,1118.0
Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1,IGF2BP1 CRDBP VICKZ1 ZBP1,Homo sapiens,PhasePDB,False,both,False,False,driver,Stress granule,False,0,none,577.0
Q9NZM5,Ribosome biogenesis protein NOP53,NOP53 GLT GLTSCR2 PICT1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nucleolus,False,0,none,478.0
Q9P0U3,Sentrin-specific protease 1,SENP1,Homo sapiens,PhasePDB,False,autonomous,True,True,both,,False,0,none,644.0
Q9P202,Whirlin,WHRN DFNB31 KIAA1526,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,907.0
Q9UBK2,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,PPARGC1A LEM6 PGC1 PGC1A PPARGC1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Transcriptional condensate,False,0,none,798.0
Q9UBN7,Protein deacetylase HDAC6,HDAC6 KIAA0901,Homo sapiens,PhasePDB,False,both,False,False,driver,Transcriptional condensate,False,0,none,1215.0
Q9UBT2,SUMO-activating enzyme subunit 2,UBA2 SAE2 UBLE1B,Homo sapiens,PhasePDB,False,both,False,False,driver,,False,0,none,640.0
Q9UDY2,Tight junction protein 2,TJP2 X104 ZO2,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,1190.0
Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,MALT1 MLT,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,824.0
Q9UER7,Death domain-associated protein 6,DAXX BING2 DAP6,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,True,False,driver,Nuclear speckle; p62 cluster; PML nuclear body,False,0,none,740.0
Q9UGP4,LIM domain-containing protein 1,LIMD1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,676.0
Q9UHB7,AF4/FMR2 family member 4,AFF4 AF5Q31 MCEF,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Elongation complex; Transcriptional condensate,False,0,none,1163.0
Q9UHD2,Serine/threonine-protein kinase TBK1,TBK1 NAK,Homo sapiens,PhasePDB,False,both,False,False,both,STING phase-separator,False,0,none,729.0
Q9UHD9,Ubiquilin-2,UBQLN2 N4BP4 PLIC2,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,True,False,driver,Stress granule; UBQLN puncta,False,0,none,624.0
Q9UHR4,BAR/IMD domain-containing adapter protein 2-like 1,BAIAP2L1 IRTKS,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Heterochromatin,False,0,none,511.0
Q9UHY1,Nuclear receptor-binding protein,NRBP1 BCON3 NRBP,Homo sapiens,PhasePDB,False,autonomous,False,False,client,TWN body,False,0,none,535.0
