Entry,Transmembrane,Intramembrane
Q6ZQQ2,"TRANSMEM 29..49; /note=""Helical""; /evidence=""ECO:0000255""",
A8MYA2,,
A6NEQ2,,
Q0P670,"TRANSMEM 26..46; /note=""Helical""; /evidence=""ECO:0000255""",
Q86X59,,
Q8N1P7,,
Q96AQ1,,
B9ZVM9,,
B3KU38,,
O60307,,
O75175,,
P05997,,
P56645,,
Q14774,,
Q66K80,,
Q9BQ61,,
Q9NW75,,
Q9UFD9,,
Q9Y6Y1,,
O14594,,
P02461,,
P26651,,
P52945,,
P58012,,
Q13029,,
Q13127,,
Q15464,,
Q8TB72,,
Q9UPP2,,
P20719,,
P20849,,
P25067,,
Q00056,,
Q13061,"TRANSMEM 48..68; /note=""Helical""; /evidence=""ECO:0000255""",
Q13233,,
Q14241,,
Q63HK5,,
Q68DK7,,
Q9NY12,,
P23490,,
P35908,,
P56524,,
Q01546,,
Q14207,,
Q15942,,
Q8IX21,,
Q8IYB3,,
Q96JK2,,
Q9H0L4,,
Q9NP70,,
Q9NZ53,"TRANSMEM 501..521; /note=""Helical""; /evidence=""ECO:0000255""",
O60269,,
P38159,,
P50222,,
P55316,,
Q2M2Z5,,
Q8N131,"TRANSMEM 167..187; /note=""Helical""; /evidence=""ECO:0000255""",
Q8TAX7,,
Q8WYL5,,
Q96GS4,,
Q96JB3,,
Q9C086,,
Q14978,,
Q7Z6J0,,
O15409,,
P20908,,
P37275,,
Q7L5A3,,
Q9UHF7,,
Q13387,,
Q9UL49,,
A2VEC9,,
Q5M775,,
Q8TES7,,
Q9BXS0,"TRANSMEM 34..54; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q9NYB9,,
Q9UJU2,,
Q9Y6I3,,
Q9BWW4,,
Q9BZL4,,
P10636,,
A6NMB9,,
Q5FWE3,"TRANSMEM 475..495; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 502..522; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 543..563; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 571..591; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 599..619; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 639..659; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 680..700; /note=""Helical""; /evidence=""ECO:0000255""",
Q8N365,,
Q9BRR8,,
Q86Y22,"TRANSMEM 35..56; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q93075,,
Q2NL68,,
A6NEL2,,
A0A2Z4LIS9,,
A6NFI3,,
Q6NT89,,
Q96E39,,
Q9HCE3,,
Q5TZJ5,"TRANSMEM 23..43; /note=""Helical""; /evidence=""ECO:0000255""",
C9JSJ3,,
Q5TAG4,,
A4FU49,,
Q5T3I0,,
Q9BXQ6,,
Q5QJ38,,
Q5VYP0,"TRANSMEM 23..43; /note=""Helical""; /evidence=""ECO:0000255""",
Q9ULN7,,
H3BQL2,,
A6NNH2,,
Q8N377,,
Q8N6K4,,
A6NE21,,
O60281,,
O60315,,
O60481,,
O75807,,"INTRAMEM 22..39; /note=""Helical""; /evidence=""ECO:0000305|PubMed:21518769"""
P02452,,
P09017,,
Q13111,,
Q16821,"TRANSMEM 1078..1098; /note=""Helical""; /evidence=""ECO:0000255""",
Q7RTU4,,
Q8TAQ2,,
Q96KQ4,,
Q96SB3,,
Q9NP08,,
O94842,,
Q16186,,
Q2M2I8,,
Q7L2J0,,
Q93052,,
Q96C00,,
Q99590,,
Q9Y6H5,,
O14627,,
P04264,,
P10412,,
P22670,,
Q12815,,
Q12951,,
Q15672,,
Q96QH2,,
Q96SF7,,
Q9UMX0,,
Q13227,,
Q14444,,
Q6KC79,,
Q7LFL8,,
Q86TC9,,
Q8N196,,
Q8NFH8,,
Q8WUU4,,
Q96A84,,
Q96KM6,,
Q96MA1,,
Q9UKL3,,
O15240,,
O15353,,
O76080,,
P0DJD3,,
Q06413,,
Q75WM6,,
Q92734,,
Q969F2,,
Q9BV73,,
Q9UBG3,,
Q9NYQ7,"TRANSMEM 2541..2561; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 2573..2593; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 2602..2622; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 2644..2664; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 2682..2702; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 2726..2746; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 2754..2774; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
P06401,,
Q5TCZ1,,
Q9UER7,,
Q9UHB7,,
Q7Z4V5,,
P43243,,
Q7Z589,,
O60237,,
P23471,"TRANSMEM 1637..1662; /note=""Helical""; /evidence=""ECO:0000255""",
P50539,,
Q01196,,
Q66PJ3,,
Q8TDD2,,
Q9ULD2,,
O60293,,
O94875,,
Q9BZI1,,
O00515,,
B3EWF7,,
O15063,,
P81877,,
Q9NZT2,,
Q9H6A9,"TRANSMEM 33..53; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 54..74; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 790..812; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 819..836; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 852..872; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 880..900; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 903..923; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 946..968; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 980..1000; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1053..1073; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1078..1098; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1244..1264; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1280..1300; /note=""Helical""; /evidence=""ECO:0000255""",
Q8N9T8,,
Q5JV73,,
H3BSY2,,
Q5JPF3,,
Q9H3Y8,,
P0C7T7,,
P0C7W8,,
A6NEF3,,
A6NEH8,,
A6NKC0,,
P0C2W7,,
A0A1B0GV03,,
A6NCI8,,
H3BV12,,
A0A0J9YWL9,,
A6NE01,,
Q6NSI3,,
Q8N6U2,,
Q6ZRN7,,
A8MV72,,
Q12799,,
Q6ZS94,,
Q96S07,,
O15370,,
O15446,,
O43763,,
O75638,,
P17676,,
P49715,,
P56975,"TRANSMEM 361..381; /note=""Helical; Note=Internal signal sequence""; /evidence=""ECO:0000255""",
Q12962,,
Q14669,,
Q5TA76,,
Q5TCM9,,
Q8N488,,
Q92945,,
Q96MS0,"TRANSMEM 892..912; /note=""Helical""; /evidence=""ECO:0000255""",
Q9UKI9,,
A8MTJ6,,
O00592,"TRANSMEM 462..482; /note=""Helical""; /evidence=""ECO:0000255""",
Q02930,,
Q5BKZ1,,
Q5UIP0,,
Q6NUJ5,,
Q86VE0,,
Q8N137,,
Q8TF74,,
Q8WU79,,
Q96DU7,,
Q96QF7,,
Q99684,,
Q9HCD5,,
Q9UBW5,,
Q9Y2T7,,
P83369,,
Q03989,,
Q16204,,
Q9NYZ3,,
O95218,,
Q4V9L6,"TRANSMEM 97..117; /note=""Helical""; /evidence=""ECO:0000255""",
Q5QGS0,,
Q86UE4,"TRANSMEM 49..69; /note=""Helical""; /evidence=""ECO:0000255""",
Q8WVC0,,
Q96IQ9,,
Q96N21,,
Q99967,,
Q9NY27,,
Q9P0X4,"TRANSMEM 79..99; /note=""Helical; Name=S1 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical; Name=S2 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 149..168; /note=""Helical; Name=S3 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 174..191; /note=""Helical; Name=S4 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 212..232; /note=""Helical; Name=S5 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 378..398; /note=""Helical; Name=S6 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 641..661; /note=""Helical; Name=S1 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 677..697; /note=""Helical; Name=S2 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 703..721; /note=""Helical; Name=S3 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 730..753; /note=""Helical; Name=S4 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 765..785; /note=""Helical; Name=S5 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 842..862; /note=""Helical; Name=S6 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 1167..1187; /note=""Helical; Name=S1 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1210..1230; /note=""Helical; Name=S2 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1245..1265; /note=""Helical; Name=S3 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1273..1294; /note=""Helical; Name=S4 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1305..1325; /note=""Helical; Name=S5 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1411..1431; /note=""Helical; Name=S6 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1486..1506; /note=""Helical; Name=S1 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1523..1543; /note=""Helical; Name=S2 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1557..1577; /note=""Helical; Name=S3 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1584..1607; /note=""Helical; Name=S4 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1622..1642; /note=""Helical; Name=S5 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1710..1730; /note=""Helical; Name=S6 of repeat IV""; /evidence=""ECO:0000255""",
Q9UBC1,,
A8MU46,,
O75400,,
P78314,,
Q02080,,
Q68DC2,,
Q6ZQX7,,
Q8IVW6,,
Q8WWI1,,
Q9BTK6,,
Q9Y5B0,,
Q8ND25,,
Q9NP71,,
Q14028,"TRANSMEM 657..678; /note=""Helical; Name=S1""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""; TRANSMEM 688..709; /note=""Helical; Name=S2""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""; TRANSMEM 725..744; /note=""Helical; Name=S3""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""; TRANSMEM 761..773; /note=""Helical; Name=S4""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""; TRANSMEM 786..808; /note=""Helical; Name=S5""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""; TRANSMEM 832..858; /note=""Helical; Name=P-helix""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""; TRANSMEM 859..884; /note=""Helical; Name=S6""; /evidence=""ECO:0000269|PubMed:34699778, ECO:0007744|PDB:7RH9""",
Q6UN15,,
O75145,,
Q9BUJ2,,
P21817,"TRANSMEM 4560..4580; /note=""Helical; Name=1""; /evidence=""ECO:0000250|UniProtKB:P11716""; TRANSMEM 4642..4662; /note=""Helical; Name=2""; /evidence=""ECO:0000250|UniProtKB:P11716""; TRANSMEM 4781..4803; /note=""Helical; Name=3""; /evidence=""ECO:0000250|UniProtKB:P11716""; TRANSMEM 4805..4821; /note=""Helical; Name=4""; /evidence=""ECO:0000250|UniProtKB:P11716""; TRANSMEM 4837..4857; /note=""Helical; Name=5""; /evidence=""ECO:0000250|UniProtKB:P11716""; TRANSMEM 4921..4941; /note=""Helical; Name=6""; /evidence=""ECO:0000250|UniProtKB:P11716""","INTRAMEM 4881..4900; /note=""Pore-forming""; /evidence=""ECO:0000250|UniProtKB:P11716"""
Q01851,,
Q3YEC7,,
Q92954,,
Q9NRR5,,
Q15532,,
Q6NYC8,,
Q92838,"TRANSMEM 42..62; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q68EM7,,
Q9ULJ8,,
Q6E0U4,,
Q3MIW9,"TRANSMEM 449..469; /note=""Helical""; /evidence=""ECO:0000255""",
Q66K41,,
Q96T92,,
O75526,,
Q5JQC4,,
Q6UXA7,,
Q8IYS4,,
A6NC78,,
A6NHN0,,
Q9NYF3,,
Q6ZN01,,
Q969W3,,
Q9H425,,
Q14549,,
Q8IZD0,,
A8MXZ1,,
Q5T953,,
Q8N8E1,,
A0A1W2PQ73,,
A6NJQ4,,
A6NMD2,,
A6NNJ1,,
D6RF30,,
A8MUU9,,
A0A1B0GTI1,,
A6NEW6,,
Q9UPP5,,
O14640,,
O95714,,
P07197,,
P40425,,
P50552,,
Q9UJQ4,,
Q9Y2V3,,
Q9Y5A9,,
O15117,,
P16401,,
Q03188,,
Q13247,,
Q32MZ4,,
Q4VCS5,,
Q68CZ2,,
Q6ZRV2,,
Q86YD7,,
Q8IYT8,,
Q8N7U7,,
Q96JM3,,
Q9H6F5,,
O75122,,
O75362,,
P0DJD4,,
P50219,,
Q16630,,
Q3SY00,,
Q5JXC2,,
Q7Z4P5,,
Q8WY91,,
Q96JN0,,
Q96ST2,,
Q9UK58,,
O15062,,
O60346,,
Q02383,,
Q14011,,
Q5JY77,,
Q86V48,,
Q8N5F7,,
Q8NG27,,
Q99958,,
Q9BUV0,,
Q9NWQ8,"TRANSMEM 17..37; /note=""Helical; Signal-anchor for type III membrane protein""; /evidence=""ECO:0000255""",
O75385,,
P09016,,
P35269,,
P48382,,
P78411,,
Q5CZC0,,
Q8IUG5,,
Q8TBK6,,
Q99550,,
Q9BW71,,
Q9P2Q2,,
Q9UN86,,
O43474,,
Q76FK4,,
Q9BXS6,,
O14770,,
P35638,,
Q8NEY8,,
O75167,,
Q659C4,,
O60318,,
Q2UY09,,
Q96BT3,,
Q9H0B3,,
Q00987,,
Q562E7,,
Q6NUN9,,
Q9UKV0,,
Q96LY2,,
Q8TC90,,
Q6ZSG2,,
Q03828,,
Q9NWM3,,
Q9P1V8,,
P0DKV0,"TRANSMEM 23..43; /note=""Helical""; /evidence=""ECO:0000255""",
A6NCC3,,
Q9UKY7,,
I3L273,"TRANSMEM 410..430; /note=""Helical""; /evidence=""ECO:0000255""",
Q86XZ4,,
A8MWA6,,
A8MXJ8,,
A0A1B0GUY1,,
A6NDY2,,
F8WBI6,,
P0C7V4,,
P58505,,
Q7Z2V1,,
H0YM25,,
I6L899,,
Q2TAM9,,
Q8N7Z2,,
Q9H2J1,,
A8MZA4,,
P0C7X0,,
A8MZF0,,
Q6ZW33,,
O14979,,
O95886,,
P21815,,
Q1W6H9,,
Q8IYJ0,"TRANSMEM 179..199; /note=""Helical""; /evidence=""ECO:0000255""",
Q8N6Y0,,
Q8N9E0,,
Q9NQW6,,
Q9Y4A8,,
P23327,,
Q6ZUT1,,
Q70EL4,,
Q8IVT2,,
Q92786,,
Q9H0M4,,
O75152,,
O95402,,
P57086,,
P78415,,
Q08170,,
Q09019,,
Q14003,"TRANSMEM 291..309; /note=""Helical; Name=Segment S1""; /evidence=""ECO:0000255""; TRANSMEM 351..370; /note=""Helical; Name=Segment S2""; /evidence=""ECO:0000255""; TRANSMEM 380..398; /note=""Helical; Name=Segment S3""; /evidence=""ECO:0000255""; TRANSMEM 412..434; /note=""Helical; Voltage-sensor; Name=Segment S4""; /evidence=""ECO:0000255""; TRANSMEM 448..469; /note=""Helical; Name=Segment S5""; /evidence=""ECO:0000255""; TRANSMEM 518..539; /note=""Helical; Name=Segment S6""; /evidence=""ECO:0000255""",
Q68DA7,,
Q8IWZ8,,
Q8WXS5,"TRANSMEM 19..39; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 129..149; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 158..178; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 208..228; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 318..338; /note=""Helical""; /evidence=""ECO:0000255""",
Q96KR7,,
Q9BRQ0,,
Q9H161,,
Q9HCE9,"TRANSMEM 245..265; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 282..302; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 357..377; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 401..421; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 438..458; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 751..771; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 808..828; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 842..862; /note=""Helical""; /evidence=""ECO:0000255""",
Q9NZW4,,
Q9Y4X4,,
A6NKF2,,
O60248,,
O75995,,
P49756,,
Q02447,,
Q8IWB6,,
Q8NC24,"TRANSMEM 15..35; /note=""Helical""; /evidence=""ECO:0000255""",
Q9H3Q1,,
Q9P2N6,,
Q9UGL9,,
Q9UQL6,,
Q9Y5U2,,
Q9Y6R0,,
O00257,,
O75444,,
P17542,,
P49006,,
P55318,,
Q05519,,
Q53F19,,
Q5SSJ5,,
Q6NUJ2,"TRANSMEM 62..82; /note=""Helical""; /evidence=""ECO:0000255""",
Q7Z6P3,,
Q8NC51,,
Q9BRL6,,
Q9H8N7,,
Q9HDC5,"TRANSMEM 640..660; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",
Q9NSY1,,
Q9NTX9,,
P16989,,
P82094,,
Q05682,,
Q13427,,
Q8WW12,,
O95677,,
Q9NZN8,,
Q13316,,
O43432,,
Q6GQQ9,,
Q96B23,,
Q9C0D2,,
Q6PGN9,,
P23497,,
Q9C009,,
A6NFR6,"TRANSMEM 34..54; /note=""Helical""; /evidence=""ECO:0000255""",
Q96JQ2,"TRANSMEM 977..997; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",
P98169,,
Q9BQN1,,
Q9H7U1,,
Q6L8G5,,
Q8WWA1,"TRANSMEM 160..180; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 187..207; /note=""Helical""; /evidence=""ECO:0000255""",
Q15032,,
Q8TAY7,,
A5YM69,,
Q8IZ63,,
Q2M3A8,,
Q5TG53,,
Q86X53,,
Q8N319,,
Q96NR7,,
B3KS81,,
P0DMQ5,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255""",
Q5BKY9,,
Q8N4B5,,
Q8TB05,,
A0A1B0GWB2,"TRANSMEM 190..210; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical""; /evidence=""ECO:0000255""",
Q5T8R8,,
Q6ZQT7,,
Q6ZR03,,
O94964,,
O95429,,
Q5T7B8,,
Q9C0C6,,
Q9H6I2,,
O00192,,
P48431,,
P49716,,
Q03111,,
Q5T230,,
Q5TBA9,,
Q92858,,
Q96CK0,,
Q99502,,
Q9NR99,,
O43379,,
P01100,,
P17600,,
P28715,,
P41162,,
P98168,,
Q01101,,
Q15428,,
Q3SX64,,
Q5VWG9,,
Q86XP3,,
Q8N693,,
Q8N9Q2,,
Q92615,,
Q96FS4,,
Q96MG2,,
Q9BT81,,
Q9BUA3,,
Q9BYE3,,
Q9C0B5,"TRANSMEM 14..34; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 39..59; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 149..169; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 192..212; /note=""Helical""; /evidence=""ECO:0000255""",
Q9H2G4,,
Q9UHD9,,
O00470,,
O15164,,
O60583,,
O60721,"TRANSMEM 453..473; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 498..518; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 523..543; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 564..584; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 586..606; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 908..928; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 936..956; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 972..992; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1011..1031; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1040..1060; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1069..1089; /note=""Helical""; /evidence=""ECO:0000255""",
P26367,,
P78337,,
Q13207,,
Q13595,,
Q7L4I2,,
Q86YW9,,
Q8N8E2,,
Q92934,,
Q96IF1,,
Q99942,"TRANSMEM 118..138; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 160..180; /note=""Helical""; /evidence=""ECO:0000255""",
Q9BQI5,,
Q9UBB5,,
Q9Y3Q4,"TRANSMEM 264..286; /note=""Helical; Name=Segment S1""; /evidence=""ECO:0000269|Ref.10, ECO:0007744|PDB:6GYN""; TRANSMEM 294..314; /note=""Helical; Name=Segment S2""; /evidence=""ECO:0000269|Ref.10, ECO:0007744|PDB:6GYN""; TRANSMEM 337..359; /note=""Helical; Name=Segment S3""; /evidence=""ECO:0000269|Ref.10, ECO:0007744|PDB:6GYN""; TRANSMEM 379..399; /note=""Helical; Voltage-sensor; Name=Segment S4""; /evidence=""ECO:0000269|Ref.10, ECO:0007744|PDB:6GYN""; TRANSMEM 414..436; /note=""Helical; Name=Segment S5""; /evidence=""ECO:0000269|Ref.10, ECO:0007744|PDB:6GYN""; TRANSMEM 492..517; /note=""Helical; Name=Segment S6""; /evidence=""ECO:0000269|Ref.10, ECO:0007744|PDB:6GYN""","INTRAMEM 465..486; /note=""Pore-forming; Name=Segment H5""; /evidence=""ECO:0000305"""
P35716,,
P67809,,
P78367,,
Q13522,,
Q16799,"TRANSMEM 603..623; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 705..725; /note=""Helical""; /evidence=""ECO:0000255""",
Q5JVS0,,
Q63ZY3,,
Q8N9H9,,
Q8WWV6,"TRANSMEM 451..471; /note=""Helical""; /evidence=""ECO:0000255""",
Q9BVV6,,
Q9NZR4,,
Q9UQ88,,
Q18PE1,,
Q86UL8,,
P15336,,
Q96NZ1,,
Q9NQB0,,
Q06710,,
P21127,,
Q86VQ3,,
A6NGB9,,
Q2T9L4,,
Q9NQS1,,
A2RU54,,
P78414,,
Q5JT82,,
Q7M4L6,,
Q8NDH2,"TRANSMEM 37..57; /note=""Helical""; /evidence=""ECO:0000255""",
Q6XPR3,,
Q8N8G2,,
Q6P6B1,,
A6NJZ7,,
A6NNM3,,
Q3B7T3,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255""",
Q86VE3,,
Q9H322,,
Q69YU3,,
D6RGX4,,
P0C7W9,,
P0CJ92,,
Q658T7,,
Q86V59,,
P0CG23,,
Q8N398,,
Q5HY64,,
Q6ZSJ8,,
A6NCS4,,
O95835,,
P07910,,
P0DI83,,
P14317,,
P14678,,
P19484,,
P34910,"TRANSMEM 203..226; /note=""Helical""; /evidence=""ECO:0000255""",
P41225,,
Q5T752,,
Q5T7P3,,
Q96C55,,
Q9H320,,
P16403,,
P17677,,
P35663,,
P42568,,
Q01105,,
Q6JBY9,,
Q75N03,,
Q7Z6L0,"TRANSMEM 318..338; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:E9PUL5, ECO:0000255""","INTRAMEM 269..289; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:E9PUL5, ECO:0000255"""
Q86XJ1,,
Q9BR39,"TRANSMEM 675..695; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",
Q9NRM7,,
Q9UKX7,,
O75909,,
P05060,,
P15407,,
P54253,,
Q5JTD0,,
Q66K74,,
Q7Z739,,
Q8IUB9,,
Q8TAP9,,
Q9H8Y5,,
Q9NRJ4,,
P10163,,
P31314,,
P42768,,
P78423,"TRANSMEM 342..362; /note=""Helical""; /evidence=""ECO:0000255""",
Q13523,,
Q15906,,
Q5SQQ9,,
Q8N715,,
Q8TAD8,,
Q96PE1,"TRANSMEM 772..792; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 808..828; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 833..853; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 887..907; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 925..945; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 1020..1040; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 1048..1068; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q9BUH8,,
Q9Y3Y4,,
Q9Y5R6,,
O75962,,
P04279,,
P27540,,
P49918,,
Q5MJ10,,
Q5U651,,
Q69YQ0,,
Q96AE4,,
O75475,,
Q14CW9,,
Q4FZB7,,
Q6IQ23,,
Q92997,,
Q9H334,,
O43493,"TRANSMEM 382..402; /note=""Helical""; /evidence=""ECO:0000255""",
Q08495,,
Q8IY57,,
Q13875,,
Q15054,,
Q96D71,,
Q01130,,
Q86WP2,,
P46937,,
Q13469,,
O14924,,
P82970,,
Q9BXK1,,
P31277,,
Q14093,,
Q5H9T9,,
A6NHQ4,,
Q2M2H8,"TRANSMEM 10..30; /note=""Helical""; /evidence=""ECO:0000255""",
O14990,,
Q9H321,,
O14598,,
P0CG40,,
Q7RTT6,,
Q96C57,,
Q9NNX9,,
Q9NNZ6,,
P0DPF3,,
Q6ZWB6,,
Q7RTU5,,
Q9NW07,,
Q9UD57,,
M0QZC1,"TRANSMEM 203..223; /note=""Helical""; /evidence=""ECO:0000255""",
Q53SZ7,,
A8MWP4,,
Q8N7H1,,
A0A1B0GUA9,,
Q8NEP4,,
O75683,,
O94993,,
P17096,,
Q0VG99,,
Q6ZV73,,
Q86U86,,
Q8TDR4,,
Q8WZ75,,
Q96A83,,
Q9C0J8,,
Q9H4Q3,,
Q9Y388,,
P27658,,
P35713,,
Q15427,,
Q53FD0,,
Q6FIF0,,
Q6PJ61,,
Q6ZN30,,
Q9BZI7,,
Q9NYI0,,
Q9UDY2,,
Q9UGP4,,
Q9UQF2,,
Q9Y6H1,,
O60303,,
Q13562,,
Q6IPM2,,
Q8WV28,,
Q96MN9,,
Q96PY6,,
Q9GZV5,,
Q9NRE2,,
Q9P2B4,,
Q9UPY6,,
O75069,"TRANSMEM 649..669; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 682..702; /note=""Helical""; /evidence=""ECO:0000255""",
P22681,,
Q04637,,
Q13094,,
Q5QJE6,,
Q8IZU1,,
Q8NDC0,,
Q9NQ75,,
Q9NR83,,
Q9Y2U8,"TRANSMEM 475..495; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 628..648; /note=""Helical""; /evidence=""ECO:0000255""",
O00358,,
P48552,,
Q5T751,,
Q7Z7B0,,
Q86V81,,
Q8WXA9,,
Q96JP5,,
Q96NY7,"TRANSMEM 489..509; /note=""Helical; Note=After insertion into the membrane""; /evidence=""ECO:0000255""",
Q96PX9,,
Q96QZ7,,
Q9H0G5,,
O00165,,
P07305,,
P08621,,
Q99466,"TRANSMEM 1448..1468; /note=""Helical""; /evidence=""ECO:0000255""",
P49321,,
Q14103,,
Q6UUV7,,
Q8TEW8,,
Q9Y6W5,,
Q96G74,,
O15079,"TRANSMEM 425..444; /note=""Helical""; /evidence=""ECO:0000255""",
Q15149,,
Q6IQ19,,
Q96HC4,,
O75334,,
Q96NW7,,
Q92932,"TRANSMEM 616..636; /note=""Helical""; /evidence=""ECO:0000255""",
Q9HAZ2,,
Q9UL68,,
P21675,,
